time,/jointset/groundPelvis/pelvis_tilt/value,/jointset/groundPelvis/pelvis_tx/value,/jointset/groundPelvis/pelvis_ty/value,/jointset/hip_l/hip_flexion_l/value,/jointset/hip_r/hip_flexion_r/value,/jointset/lumbar/lumbar/value,/jointset/knee_l/knee_angle_l/value,/jointset/knee_r/knee_angle_r/value,/jointset/ankle_l/ankle_angle_l/value,/jointset/ankle_r/ankle_angle_r/value,/jointset/groundPelvis/pelvis_tilt/speed,/jointset/groundPelvis/pelvis_tx/speed,/jointset/groundPelvis/pelvis_ty/speed,/jointset/hip_l/hip_flexion_l/speed,/jointset/hip_r/hip_flexion_r/speed,/jointset/lumbar/lumbar/speed,/jointset/knee_l/knee_angle_l/speed,/jointset/knee_r/knee_angle_r/speed,/jointset/ankle_l/ankle_angle_l/speed,/jointset/ankle_r/ankle_angle_r/speed,/hamstrings_r/activation,/bifemsh_r/activation,/glut_max_r/activation,/iliopsoas_r/activation,/rect_fem_r/activation,/vasti_r/activation,/gastroc_r/activation,/soleus_r/activation,/tib_ant_r/activation,/hamstrings_l/activation,/bifemsh_l/activation,/glut_max_l/activation,/iliopsoas_l/activation,/rect_fem_l/activation,/vasti_l/activation,/gastroc_l/activation,/soleus_l/activation,/tib_ant_l/activation,/lumbarAct,/hamstrings_r,/bifemsh_r,/glut_max_r,/iliopsoas_r,/rect_fem_r,/vasti_r,/gastroc_r,/soleus_r,/tib_ant_r,/hamstrings_l,/bifemsh_l,/glut_max_l,/iliopsoas_l,/rect_fem_l,/vasti_l,/gastroc_l,/soleus_l,/tib_ant_l
0.06027453,0.072613725,0.358980179,0.888973694,-0.272396654,0.144070109,-0.13962634,-0.589313075,-0.148984624,-0.06524605,0.099916709,0.04213832,1.144021364,0.186511377,2.487348967,-2.088852305,-4.85E-06,-6.087547386,1.226509534,-4.339022735,1.382369558,0.015203125,0.010291991,0.09817225,0.010109588,0.054834208,0.140161072,0.010031566,0.010025308,0.132731862,0.018575011,0.085310943,0.010035532,0.144493817,0.010232197,0.010015131,0.161966389,0.192328476,0.010012072,0.044356279,0.017213904,0.010334782,0.099999535,0.010080666,0.040006733,0.12770577,0.010033653,0.010026181,0.135861033,0.023537356,0.085367869,0.010031328,0.145443636,0.010320397,0.010014757,0.133110301,0.15283332,0.010011584
0.065297408,0.072769863,0.364694669,0.889906105,-0.259477456,0.133591815,-0.13962634,-0.620149872,-0.142644301,-0.087875288,0.106554416,0.020241196,1.131482399,0.18434363,2.653403893,-2.083801044,1.99E-06,-6.184639012,1.298053187,-4.667824897,1.262389514,0.015243003,0.010308477,0.09977574,0.010102645,0.05076579,0.136517521,0.010032254,0.010025564,0.133673247,0.020208542,0.085394818,0.010034023,0.144553885,0.010282786,0.010014992,0.153176134,0.17860726,0.010012655,0.018394615,0.013644545,0.010360418,0.108887051,0.010090666,0.039433551,0.121673197,0.010034147,0.010026181,0.137524482,0.024900215,0.085909717,0.010029531,0.144102047,0.01048124,0.010014571,0.114182714,0.108035862,0.010016308
0.070320285,0.072819163,0.370347975,0.890821421,-0.245775152,0.123132387,-0.13962634,-0.651378804,-0.135944688,-0.112101646,0.11261588,-0.000402499,1.11965983,0.179704764,2.799166811,-2.081343439,-2.82E-06,-6.243690453,1.369577374,-4.974963747,1.152919181,0.014227614,0.010327664,0.103178928,0.010100707,0.047618942,0.132289983,0.010032885,0.010025745,0.134783862,0.021757631,0.085598167,0.010032428,0.144275696,0.010365916,0.01001484,0.141924817,0.157624587,0.010014462,-0.007567049,0.010075187,0.010386055,0.117774567,0.010100667,0.03886037,0.115640623,0.010034641,0.010026182,0.139187931,0.026263073,0.086451564,0.010027735,0.142760457,0.010642083,0.010014385,0.095255127,0.063238404,0.010021032
0.075343163,0.072767508,0.375943523,0.891707234,-0.231393827,0.112681314,-0.13962634,-0.682825265,-0.128891855,-0.137697388,0.11815507,-0.020185266,1.108374253,0.172443474,2.921515745,-2.077769463,3.48E-07,-6.272287121,1.433746735,-5.14894273,1.056248118,0.021072291,0.010342535,0.099957764,0.010099461,0.04541469,0.127855082,0.010033704,0.010026206,0.135637322,0.022381948,0.085293103,0.010031027,0.144770465,0.012901998,0.010015429,0.12579112,0.132702721,0.021044541,-0.052141194,0.063034284,0.010371455,0.064501309,0.010092645,0.0401315,0.111597515,0.010036618,0.010028344,0.137700373,0.021828402,0.082509763,0.010027575,0.149805884,0.02663652,0.010019082,0.052704918,0.036636411,0.082257314
0.08036604,0.072616194,0.381482531,0.892548072,-0.216482992,0.102282442,-0.13962634,-0.714335365,-0.12159137,-0.163146068,0.123262482,-0.040084479,1.097147043,0.161796618,3.010006056,-2.060557512,1.49E-06,-6.269031332,1.468186382,-4.91640176,0.980991127,0.040805396,0.010348704,0.084045707,0.010096213,0.044158129,0.123483966,0.010034866,0.010027169,0.135937885,0.021548414,0.084058014,0.010029993,0.146792805,0.019342091,0.010017232,0.102789562,0.106419865,0.048906508,-0.09671534,0.115993381,0.010356856,0.011228052,0.010084623,0.041402629,0.107554407,0.010038596,0.010030507,0.136212815,0.017393731,0.078567962,0.010027414,0.156851311,0.042630956,0.01002378,0.010154709,0.010034418,0.154493595
0.085388918,0.072364343,0.386965093,0.89332667,-0.201242482,0.092019299,-0.13962634,-0.745661889,-0.114215449,-0.185514781,0.128040161,-0.059950554,1.086013802,0.148155468,3.05509269,-2.025687841,-1.54E-06,-6.195355295,1.467966383,-3.96952715,0.920073553,0.0554065,0.010363668,0.071151395,0.010096824,0.04268006,0.11899324,0.010036077,0.010028005,0.136175364,0.01987547,0.082565433,0.010029452,0.148463954,0.027713698,0.010019269,0.083450367,0.082582538,0.069310637,-0.027070446,0.074038009,0.010438641,0.054066207,0.010110684,0.036354167,0.102155045,0.010039359,0.010029575,0.137631326,0.014188926,0.077859951,0.010028817,0.151432166,0.05414303,0.010024534,0.03895721,0.011149109,0.097313902
0.090411795,0.072016434,0.392393616,0.894035704,-0.185825779,0.081935989,-0.13962634,-0.776480502,-0.106852297,-0.202814351,0.132492187,-0.078332385,1.075629402,0.134097727,3.080163168,-1.988952023,4.37E-06,-6.066795002,1.463103045,-2.897979698,0.851323714,0.054359759,0.010398358,0.072550155,0.010104952,0.040208919,0.114250308,0.010037156,0.010028318,0.136690369,0.017752032,0.081270056,0.010029486,0.148490047,0.03682683,0.010020926,0.075919035,0.064286782,0.068583079,0.042574447,0.032082637,0.010520425,0.096904363,0.010136744,0.031305705,0.096755683,0.010040122,0.010028642,0.139049837,0.01098412,0.07715194,0.01003022,0.14601302,0.065655103,0.010025288,0.06775971,0.0122638,0.04013421
0.095434673,0.071581334,0.397772519,0.894676443,-0.170285857,0.072018227,-0.13962634,-0.806588807,-0.099487314,-0.215976899,0.136574587,-0.094703098,1.066244237,0.121111081,3.107401938,-1.960383957,-2.01E-06,-5.919514398,1.468983783,-2.38101285,0.776575079,0.050200372,0.010445687,0.076769606,0.010115206,0.03734705,0.108982927,0.01003832,0.010028445,0.137211022,0.015881392,0.080552151,0.010029526,0.148400897,0.044411111,0.01002197,0.073144313,0.050302643,0.061300118,0.027654798,0.045093928,0.010595596,0.081382147,0.010142795,0.028529264,0.088755669,0.010042032,0.010028853,0.138787847,0.011547384,0.079675308,0.010029085,0.150027578,0.063053298,0.010023759,0.062841975,0.011261468,0.041539677
0.10045755,0.07106721,0.403105976,0.895253157,-0.154610515,0.062239363,-0.13962634,-0.835924738,-0.092100041,-0.227114526,0.140317087,-0.109798322,1.057533053,0.108604328,3.134087515,-1.933642981,3.29E-06,-5.759256157,1.471971642,-2.091729076,0.715994041,0.050681865,0.010501228,0.075835158,0.010124218,0.034491864,0.102995846,0.010039704,0.010028597,0.137547545,0.014714753,0.08066801,0.01002922,0.14926223,0.049096366,0.010022254,0.069794695,0.039523711,0.056249062,0.012735149,0.058105219,0.010670768,0.06585993,0.010148846,0.025752823,0.080755656,0.010043943,0.010029063,0.138525856,0.012110648,0.082198675,0.01002795,0.154042136,0.060451493,0.010022231,0.05792424,0.010259137,0.042945144
0.105480428,0.070479366,0.408396793,0.895767507,-0.138803207,0.052601899,-0.13962634,-0.86445313,-0.084723855,-0.236829522,0.143803281,-0.12415461,1.04921589,0.096224176,3.159986332,-1.90322839,-7.29E-07,-5.60064555,1.463477975,-1.771858888,0.674627383,0.052244469,0.010568899,0.073380733,0.010134111,0.031387325,0.096702952,0.010041003,0.010028632,0.137962654,0.013994372,0.081285316,0.010028781,0.150244175,0.052341499,0.010022149,0.066944332,0.03139354,0.053483453,0.020473673,0.054971263,0.010787875,0.066794584,0.010166213,0.021239291,0.074685446,0.010044303,0.0100284,0.140054942,0.012349146,0.083887446,0.01002752,0.153048012,0.061683802,0.010021592,0.059777571,0.01026203,0.048650198
