#{"t_start": 1627925653.4188066, "env_id": 0}
r,l,t
-1.907258,50,5.069717
-1.904875,50,10.351166
-10.551795,50,17.537056
-12.5764,50,22.693696
-2.559464,50,27.468478
-30.124014,50,35.157345
-5.732931,50,39.820991
-34.744493,50,47.938136
-20.226873,50,53.086158
-28.055177,50,57.852146
-41.327942,50,65.757466
-5.988385,50,70.780573
-28.995537,50,78.982118
-3.865598,50,83.614416
-0.490045,50,88.637426
-19.834803,50,96.190971
-2.927932,50,101.35464
-20.118651,50,109.002758
-1.435982,50,114.907846
-36.248848,50,120.158244
-5.822168,50,128.312467
-7.152876,50,133.085436
-2.232187,50,138.077097
-38.553937,50,146.474371
-5.220998,50,151.544222
-4.13858,50,158.965201
-4.5754,50,163.811191
-36.246483,50,169.396669
-5.556419,50,177.606477
-6.259855,50,182.848207
-14.679562,50,191.519151
-6.890312,50,196.557788
-4.630554,50,201.424548
-9.622082,50,209.807353
-3.851859,50,214.830326
-26.425928,50,222.724195
-3.385317,50,228.126688
-8.254467,50,233.649668
-1.84475,50,241.610539
-15.960742,50,246.930373
-5.033115,50,254.750465
-1.317784,50,259.491196
-2.440855,50,264.623545
-1.144952,50,272.204845
-38.861411,50,277.169763
-0.407179,50,282.652935
-13.397793,50,290.78455
-5.225266,50,296.267608
-25.963321,50,304.118064
0.435081,50,308.714736
-1.104494,50,313.460802
-5.976668,50,321.655169
-27.019659,50,326.896947
-11.623251,50,334.900168
-1.040968,50,340.318238
-2.141145,50,345.988029
-36.249742,50,353.964411
-1.342795,50,358.909215
-2.768401,50,366.500103
-1.165164,50,371.820174
-2.497685,50,376.389043
-11.596021,50,384.771689
-39.314995,50,389.638334
-11.328164,50,394.462345
-34.555987,50,402.575135
0.193908,50,408.004466
-3.988365,50,415.886106
-7.915334,50,420.61914
-9.369088,50,425.86514
-5.04178,50,433.680875
-1.016294,50,438.860084
-2.843193,50,447.296492
-6.944948,50,452.171865
-2.617713,50,457.288536
-14.721159,50,465.427197
-3.646218,50,470.735748
-6.294824,50,478.60567
-5.910716,50,483.784808
-38.487312,50,488.995307
-31.954605,50,496.963144
-6.392152,50,502.236178
-13.562343,50,510.18133
-1.186968,50,515.704283
-19.076593,50,520.68045
-35.94699,50,528.125644
-5.385091,50,532.883016
-35.56697,50,537.984071
-8.03214,50,545.387279
-37.214092,50,550.050901
-2.08302,50,557.746062
-40.13359,50,562.45658
-4.785867,50,567.245285
-7.002591,50,575.041108
-19.220383,50,580.032858
-17.802458,50,587.962375
-9.385962,50,592.656221
-13.974382,50,597.427157
-2.678954,50,604.746288
-1.752463,50,609.394197
-48.210597,50,616.917376
-40.92753,50,621.690311
-1.175727,50,626.869531
-17.472188,50,634.696599
-27.260452,50,639.640487
-2.810735,50,647.725327
-41.261252,50,652.77944
-1.652286,50,657.677482
-6.383214,50,665.949215
-9.903662,50,670.469873
-43.339857,50,675.149066
-31.667538,50,683.312802
-2.768574,50,688.101391
-37.320521,50,696.24042
-1.51438,50,701.200904
-2.602235,50,705.920013
-20.053714,50,713.903358
-10.067174,50,718.504336
-0.515793,50,726.449499
-37.511297,50,731.050539
-4.716331,50,736.386083
-16.538899,50,744.299932
-5.947282,50,749.58843
-1.205453,50,757.539479
-5.229909,50,762.656153
-8.409576,50,767.797167
-38.184216,50,775.796122
-3.126481,50,780.959647
-1.871433,50,786.092103
-13.917778,50,794.459084
-3.13235,50,799.404077
-6.994754,50,807.316118
-2.93825,50,811.931853
-2.056523,50,816.82153
-1.689313,50,824.788372
-2.029727,50,829.49035
-38.185293,50,837.284387
-8.001853,50,842.213647
-2.025091,50,847.752353
-6.41297,50,855.134918
-16.871241,50,859.970404
-1.885616,50,867.62571
-5.091155,50,872.405548
-0.596237,50,877.750479
-1.742536,50,885.443887
-17.12391,50,890.48096
-1.343587,50,898.594374
-4.149314,50,903.054807
-35.488142,50,907.952728
-33.569234,50,916.036966
-1.641452,50,921.138022
-4.745417,50,926.09846
-3.774748,50,933.340456
-0.554592,50,938.331168
-0.798709,50,945.651253
-13.221408,50,950.752415
-24.813677,50,955.556679
0.343951,50,963.689292
-36.225266,50,968.352848
-6.581152,50,976.063541
-2.647401,50,981.289661
-26.811965,50,986.125091
-34.868208,50,993.25768
-32.774215,50,997.749367
-8.879782,50,1005.606638
-38.37575,50,1010.613949
-25.985123,50,1015.246308
-2.362523,50,1023.18942
-0.407693,50,1027.978218
-2.210494,50,1035.617022
-20.214186,50,1040.671243
-2.495873,50,1045.142529
-36.09507,50,1052.525108
-7.150363,50,1057.282705
-5.924493,50,1061.867149
-2.56441,50,1069.537122
-4.317486,50,1074.256231
-4.839757,50,1081.884495
-0.68401,50,1086.626108
-3.549322,50,1091.106647
-34.38013,50,1098.645599
-11.337474,50,1103.856094
-2.025932,50,1111.666573
-7.663643,50,1116.173897
-23.165144,50,1121.056275
-41.084336,50,1128.610701
-40.094974,50,1133.399304
-12.678653,50,1140.66246
-18.791647,50,1145.935588
-2.828754,50,1151.130411
-1.988315,50,1158.778517
-43.101749,50,1163.393271
-6.079833,50,1168.291192
-43.715925,50,1175.845492
-7.465088,50,1180.727842
-3.679046,50,1188.907375
-6.646135,50,1194.164777
-5.002504,50,1199.515856
-8.166855,50,1207.194957
-36.043718,50,1212.249187
-2.432416,50,1219.840019
-24.634495,50,1225.17559
-1.712686,50,1230.073521
-2.81343,50,1237.861475
-2.881594,50,1242.556526
-3.662731,50,1250.216137
-0.490081,50,1254.848644
-34.935389,50,1259.902903
-42.633446,50,1267.426146
-38.719613,50,1272.267666
-38.644682,50,1280.743105
-37.346162,50,1285.287884
-36.00744,50,1290.53828
-4.748615,50,1298.565602
-6.125706,50,1304.15106
-3.982451,50,1309.580313
-49.222998,50,1317.608276
-24.036786,50,1322.173741
-38.81061,50,1329.958435
-9.750023,50,1335.340838
-3.271394,50,1339.987696
-34.62565,50,1347.213149
-49.976707,50,1351.657883
-12.776169,50,1359.585318
-7.322259,50,1364.295784
-15.618065,50,1369.30321
-2.411009,50,1377.058869
-33.939726,50,1381.691128
-2.136588,50,1389.406934
-0.080908,50,1394.559136
-2.923924,50,1399.035245
-6.602485,50,1406.443828
-1.355817,50,1411.248083
-12.164795,50,1419.160941
-37.608874,50,1424.215186
-2.681607,50,1429.035083
-5.900371,50,1436.423445
-4.986691,50,1441.189431
-8.296592,50,1445.96238
-2.662116,50,1454.204434
-2.88246,50,1459.211815
-0.843535,50,1467.036429
-16.773786,50,1472.027187
-2.974295,50,1476.534472
-1.486968,50,1484.03331
-21.263722,50,1488.900026
-2.35022,50,1496.578621
-4.198709,50,1501.444341
-15.23423,50,1506.232949
-2.095224,50,1514.310099
-23.161714,50,1519.821741
-29.64204,50,1528.104617
-42.331473,50,1532.939145
0.183704,50,1537.825729
-34.890021,50,1546.467886
-8.022566,50,1551.162829
-36.583198,50,1556.732655
-6.003221,50,1564.78721
-1.85043,50,1569.276983
-7.975216,50,1577.760306
-1.973857,50,1582.97945
-27.640035,50,1587.664635
-3.837144,50,1595.247817
-9.231207,50,1600.578055
-3.448446,50,1608.444482
-20.702823,50,1613.076916
-19.290108,50,1617.888245
-5.021342,50,1626.152954
-19.546254,50,1631.472985
-35.174352,50,1639.75123
-1.247764,50,1644.602402
-36.254938,50,1649.358798
-5.41924,50,1657.052123
-1.085713,50,1662.325011
-39.170382,50,1670.317076
-0.989177,50,1675.877289
-1.614707,50,1680.869118
-7.988619,50,1688.234085
-6.562675,50,1692.913281
-1.403921,50,1697.998953
-1.630057,50,1705.829552
-4.078897,50,1710.642413
-5.725425,50,1718.406191
-16.249464,50,1722.929071
-5.182842,50,1728.115396
-34.22848,50,1735.918956
-39.311892,50,1740.832586
-3.215449,50,1748.534562
-1.310748,50,1753.441182
-5.008585,50,1758.24537
-5.699731,50,1766.01853
-3.93632,50,1771.243736
-6.208172,50,1779.507475
-3.053375,50,1784.856498
-0.555003,50,1789.622483
-6.376614,50,1797.121432
-4.265122,50,1802.347645
-2.655591,50,1809.901017
-13.050902,50,1814.688667
-0.563919,50,1820.524131
-1.42375,50,1828.661846
-4.185245,50,1834.013005
-11.955852,50,1838.629736
-3.422451,50,1847.027046
-2.988536,50,1852.221884
-15.011568,50,1860.40641
-36.077188,50,1865.694033
-38.356651,50,1870.466997
-5.441188,50,1878.301777
-34.898506,50,1883.351743
-7.883862,50,1891.104105
-4.100968,50,1895.870324
-37.407216,50,1900.886328
-3.791143,50,1909.291443
-1.407292,50,1914.30006
-0.231267,50,1922.177372
-3.414637,50,1927.059895
-13.663118,50,1932.223443
-35.655882,50,1940.019202
-0.986391,50,1944.6133
-2.136431,50,1949.41108
-4.195981,50,1957.039366
-36.797797,50,1961.874795
-0.496272,50,1970.028943
-16.80719,50,1975.098814
-2.96188,50,1979.981177
-34.825374,50,1987.754398
