#{"t_start": 1627925653.4908974, "env_id": 0}
r,l,t
-1.635662,50,4.997626
-5.120401,50,10.294702
-1.279994,50,17.464966
-8.451931,50,22.621605
-25.057259,50,27.422113
-2.451112,50,35.10088
-4.086017,50,39.733274
-1.173339,50,47.850417
-1.618472,50,52.982813
-4.306934,50,57.733174
-2.366582,50,65.685375
-2.671046,50,70.72411
-1.662709,50,78.894398
-20.129448,50,83.557954
-1.70521,50,88.565335
-35.271328,50,96.040747
-0.292783,50,101.298176
-37.480846,50,108.91504
-18.467854,50,114.820129
-40.24652,50,120.086154
-2.691363,50,128.256006
-37.356259,50,132.982092
-1.444058,50,137.973755
-2.475113,50,146.386652
-7.574343,50,151.440879
-34.979091,50,158.877483
-39.019775,50,163.707847
-2.797874,50,169.308954
-0.353195,50,177.503135
-0.825502,50,182.760488
-8.870902,50,191.431432
-1.245803,50,196.470069
-35.869159,50,201.352457
-30.670601,50,209.735262
-5.928887,50,214.742605
-33.917169,50,222.558345
0.106647,50,228.054597
-7.401087,50,233.530696
-4.240632,50,241.52282
-4.162989,50,246.858283
-3.96099,50,254.662745
-14.227878,50,259.419106
-3.262939,50,264.551454
-34.398361,50,272.129711
-39.237013,50,277.097672
-3.037262,50,282.580844
-1.624243,50,290.71246
-0.708073,50,296.195518
-0.047369,50,303.983466
-36.400377,50,308.642645
-0.140222,50,313.419965
-3.466743,50,321.567451
-2.438434,50,326.856111
-4.512132,50,334.843702
-2.089829,50,340.230521
-23.495831,50,345.853434
-33.926855,50,353.89232
-22.464083,50,358.821498
-2.292728,50,366.428012
-34.521875,50,371.685577
-1.600497,50,376.316952
-13.491635,50,384.715225
-0.436175,50,389.550614
-37.234553,50,394.374629
-27.246979,50,402.549923
-16.618033,50,407.91675
-38.730398,50,415.798388
-26.579778,50,420.46892
-4.50392,50,425.79305
-39.627328,50,433.515023
-14.147939,50,438.787993
-1.537314,50,447.208775
-22.055282,50,452.084146
-2.238635,50,457.200819
-2.140869,50,465.323855
-39.819824,50,470.60115
-5.478987,50,478.392943
-10.317553,50,483.681464
-2.05038,50,488.923216
-16.435256,50,496.875424
-1.876733,50,502.11721
-33.028395,50,510.124865
-1.80221,50,515.616566
-1.519351,50,520.608359
-2.145076,50,528.037927
-39.270635,50,532.810925
-2.687499,50,537.865101
-17.429061,50,545.346442
-7.194834,50,549.97881
-2.056196,50,557.673971
-28.192602,50,562.41574
-17.474565,50,567.188823
-36.311982,50,575.00027
-6.763629,50,579.913887
-8.032069,50,587.859032
-8.562217,50,592.599757
-2.526557,50,597.33944
-1.964531,50,604.658571
-5.962452,50,609.384616
-2.871715,50,616.892162
-30.558758,50,621.649472
-1.733361,50,626.781814
-2.645958,50,634.593254
-2.031704,50,639.505891
-6.024494,50,647.66886
-35.181637,50,652.691721
-2.386886,50,657.589765
-0.453276,50,665.736491
-4.611086,50,670.429037
-3.148524,50,675.076975
-18.387117,50,683.178206
-13.509851,50,687.998046
-4.079298,50,696.168329
-14.166852,50,701.14444
-38.251064,50,705.832294
-39.823038,50,713.800013
-35.609421,50,718.463498
-4.903718,50,726.377408
-35.927428,50,730.96282
-2.402497,50,736.313992
-4.528538,50,744.196588
-1.562912,50,749.485085
-21.692027,50,757.467389
-4.40226,50,762.552808
-4.013651,50,767.662571
-12.19873,50,775.692777
-12.65259,50,780.840677
-5.038972,50,786.020012
-14.431072,50,794.371366
-23.221964,50,799.36324
-6.477697,50,807.165895
-6.440794,50,811.875389
-1.380445,50,816.733811
-8.318473,50,824.700653
-17.398763,50,829.440924
-1.58023,50,837.14979
-6.582149,50,842.157183
-3.175132,50,847.649008
-4.198308,50,855.0472
-7.561438,50,859.867059
-40.951375,50,867.537992
-36.957959,50,872.333457
-34.660916,50,877.631508
-4.118155,50,885.356166
-0.367221,50,890.38178
-4.561125,50,898.506657
-40.067204,50,902.982716
-15.911855,50,907.880637
-1.714528,50,915.964875
-5.847552,50,921.003426
-2.721822,50,925.979491
-1.447408,50,933.237111
-24.071462,50,938.227825
-14.624486,50,945.579162
-40.407526,50,950.664698
-39.223954,50,955.406459
-6.689706,50,963.601573
-9.338767,50,968.249503
-2.888218,50,975.991451
-2.691186,50,981.17069
-17.298278,50,986.053
-36.534659,50,993.185589
-40.349526,50,997.64602
-1.119458,50,1005.550175
-1.697142,50,1010.588739
-16.843428,50,1015.174217
-1.177911,50,1023.117329
-7.235442,50,1027.890501
-6.552949,50,1035.544931
-28.30946,50,1040.599152
-3.345273,50,1045.086066
-7.270605,50,1052.437387
-9.887859,50,1057.226241
-4.332526,50,1061.763803
-41.529612,50,1069.449405
-34.416637,50,1074.168512
-23.312099,50,1081.828031
-3.059466,50,1086.53839
-1.679601,50,1091.018931
-1.680818,50,1098.573508
-3.20721,50,1103.768376
-6.146413,50,1111.563231
-5.353636,50,1116.086179
-4.048423,50,1120.921677
-39.158595,50,1128.53861
-6.933113,50,1133.311586
-34.26927,50,1140.543488
-0.963801,50,1145.832244
-1.168776,50,1151.05832
-4.651095,50,1158.737681
-6.803196,50,1163.414936
-42.694824,50,1168.23473
-3.223445,50,1175.742149
-1.739379,50,1180.624497
-0.235731,50,1188.850913
-4.082409,50,1194.092686
-1.69026,50,1199.459393
-39.035776,50,1207.107238
-3.888551,50,1212.161468
-34.579397,50,1219.767929
-20.795549,50,1225.087876
-4.110664,50,1229.970175
-17.087349,50,1237.773757
-38.022948,50,1242.437557
0.138179,50,1250.144046
-0.384488,50,1254.792181
-3.000987,50,1259.830812
-2.483008,50,1267.338429
-2.506205,50,1272.22683
-0.486218,50,1280.671014
-36.824974,50,1285.200166
-1.279525,50,1290.450564
-3.453304,50,1298.462258
-7.841209,50,1304.078969
-1.746235,50,1309.430091
-1.275661,50,1317.536185
-10.673762,50,1322.086024
-4.493159,50,1329.90197
-33.420389,50,1335.253119
-9.408596,50,1339.931234
-6.283881,50,1347.141058
-49.493349,50,1351.554538
-1.632899,50,1359.513227
-11.948571,50,1364.192437
-1.874645,50,1369.231119
-3.927312,50,1377.002406
-3.064868,50,1381.619037
-4.071447,50,1389.334843
-0.914168,50,1394.408912
-13.664766,50,1398.963154
-6.758432,50,1406.402989
-34.215197,50,1411.129112
-18.073052,50,1419.08885
-4.022705,50,1424.158724
-5.921164,50,1428.994244
-11.205399,50,1436.351354
-15.273816,50,1441.086088
-36.433539,50,1445.905916
-1.199879,50,1454.116716
-3.905551,50,1459.108472
-6.04741,50,1466.948711
-22.938848,50,1471.908217
-1.901669,50,1476.462382
-1.751399,50,1483.976845
-12.052926,50,1488.796684
-18.511638,50,1496.490905
-3.985687,50,1501.356623
-37.069476,50,1506.129605
-37.587848,50,1514.238008
-7.356512,50,1519.70277
-2.571596,50,1528.0169
-5.916351,50,1532.867054
-12.825098,50,1537.738012
-35.28892,50,1546.380169
-1.869851,50,1551.153244
-12.7161,50,1556.660564
-4.163966,50,1564.715119
-7.447648,50,1569.189266
-8.373509,50,1577.688215
-3.009956,50,1583.032365
-49.00119,50,1587.530037
-1.526632,50,1595.160098
-3.346635,50,1600.36533
-4.501567,50,1608.356764
-29.287829,50,1612.989199
-8.433429,50,1617.83178
-3.379986,50,1626.065236
-6.921379,50,1631.354011
-2.770318,50,1639.647888
-2.175636,50,1644.530311
-4.939861,50,1649.280705
-1.872543,50,1656.964405
-38.056843,50,1662.221663
-35.937214,50,1670.229357
-0.504969,50,1675.664563
-33.986852,50,1680.797027
-39.696505,50,1688.146367
-2.299385,50,1692.809935
-1.81902,50,1697.848728
-1.596162,50,1705.741833
-34.030282,50,1710.585949
-3.803238,50,1718.271594
-44.527822,50,1722.825726
-2.659297,50,1728.000546
-5.072286,50,1735.893744
-2.920778,50,1740.729242
-9.698083,50,1748.462471
-9.2521,50,1753.353463
-10.761388,50,1758.157651
-35.034269,50,1765.915186
-0.937162,50,1771.203142
-15.295943,50,1779.388504
-24.109837,50,1784.831284
-4.059111,50,1789.534764
-7.984534,50,1797.064968
-35.39586,50,1802.228675
-2.025631,50,1809.8133
-2.879847,50,1814.632202
-37.232186,50,1820.45204
-1.812397,50,1828.589755
-1.853786,50,1833.972169
-38.718843,50,1838.542018
-4.516971,50,1846.954956
-5.626399,50,1852.087286
-2.034224,50,1860.303063
-4.236988,50,1865.700078
-38.667809,50,1870.394907
-34.739608,50,1878.198432
-22.982804,50,1883.295278
-34.22949,50,1891.016388
-33.893275,50,1895.766979
-2.352217,50,1900.798609
-2.781551,50,1909.141218
-3.10914,50,1914.212343
0.082165,50,1922.089652
-4.262843,50,1926.940924
-0.234761,50,1932.182607
-7.830901,50,1939.993992
-3.522655,50,1944.541209
-0.509384,50,1949.307736
-37.743483,50,1956.951648
-3.853181,50,1961.771448
-2.55719,50,1969.941223
-36.499499,50,1974.995469
-2.402412,50,1979.893458
-5.145421,50,1987.666682
-36.292685,50,1992.651431
-30.240451,50,2000.17024
-40.512473,50,2005.197628
-1.135955,50,2010.064363
-2.891638,50,2017.860151
-26.623544,50,2022.789431
-3.677944,50,2030.5582
-2.614591,50,2035.460699
-32.696382,50,2040.718007
