#{"t_start": 1627925653.4887059, "env_id": 0}
r,l,t
-38.100654,50,4.999818
-8.266459,50,10.332509
-2.564803,50,17.482783
-0.354768,50,22.608169
-2.91244,50,27.390577
-39.082182,50,35.056192
-3.521385,50,39.751092
-35.920641,50,47.852609
-2.212949,50,52.969378
-38.924579,50,57.735365
-4.066902,50,65.703195
-5.624093,50,70.710674
-1.599116,50,78.89659
-14.990187,50,83.544517
-3.109393,50,88.583154
-3.891345,50,96.058567
-13.429256,50,101.315994
-0.186158,50,108.932858
-2.093346,50,114.791067
-2.08466,50,120.088345
-5.08046,50,128.258197
-28.910418,50,133.062414
-35.146465,50,137.960319
0.10975,50,146.404471
-2.701409,50,151.458697
-0.85566,50,158.879675
-40.082605,50,163.694412
-6.486504,50,169.436153
-4.866371,50,177.536578
-2.856953,50,182.778307
-1.86565,50,191.449252
-21.557843,50,196.487889
-2.202423,50,201.354649
-35.041583,50,209.690574
-6.349552,50,214.82293
-4.658682,50,222.576163
-36.253149,50,228.041162
-3.98542,50,233.51726
-34.847638,50,241.556267
-2.247149,50,246.876102
-2.817512,50,254.664937
-1.148845,50,259.40567
-3.442184,50,264.553646
-3.185816,50,272.125901
0.675676,50,277.115492
-1.046795,50,282.598663
-1.812771,50,290.699023
-27.50238,50,296.213336
-3.637721,50,304.001285
-17.123786,50,308.660465
-18.107407,50,313.375275
-2.896867,50,321.569642
-0.365176,50,326.842675
-0.317994,50,334.81464
-4.256628,50,340.248339
-1.47877,50,345.839998
-2.314016,50,353.910138
-2.81729,50,358.808062
-3.390208,50,366.367696
-2.420605,50,371.703397
-37.005507,50,376.334773
-33.823704,50,384.686163
-2.934065,50,389.552806
-25.643692,50,394.408072
-1.29223,50,402.520864
-1.676999,50,407.903312
-6.95921,50,415.80058
-24.348837,50,420.455486
-4.374516,50,425.810869
-5.162881,50,433.548469
-6.405886,50,438.899568
-4.568007,50,447.226593
-3.780373,50,452.055085
-10.199548,50,457.249891
-19.082941,50,465.310419
-10.931402,50,470.618969
-36.45222,50,478.410761
-39.469901,50,483.636775
-1.812502,50,488.909779
-3.695393,50,496.861989
-0.92403,50,502.103773
-2.71323,50,510.111431
-28.675386,50,515.665638
-4.192544,50,520.563671
-4.036321,50,528.055745
-39.820512,50,532.797489
-0.637276,50,537.898546
-38.791355,50,545.31738
-27.03546,50,549.981002
-36.634873,50,557.69179
-2.078311,50,562.433559
-37.965388,50,567.175386
-37.764477,50,574.955581
-4.294719,50,579.916079
-39.277842,50,587.845596
-6.121885,50,592.601948
-2.532092,50,597.341632
-4.913087,50,604.676389
-12.188973,50,609.371177
-6.440402,50,616.847477
-4.552799,50,621.604784
-7.346973,50,626.799632
-39.476426,50,634.611073
-36.376848,50,639.52371
-5.686566,50,647.686679
-1.759086,50,652.693913
-33.070254,50,657.607582
-0.007824,50,665.738683
-35.928794,50,670.399974
-1.912648,50,675.063539
-1.338888,50,683.180398
-40.311712,50,688.000238
-16.47467,50,696.186149
-15.569498,50,701.162258
-36.130542,50,705.834485
-17.01237,50,713.802205
-1.670087,50,718.434437
-2.456133,50,726.488988
-35.804849,50,730.965012
-6.865218,50,736.441193
-6.074819,50,744.198779
-7.43772,50,749.518531
-15.749749,50,757.46958
-2.080426,50,762.539373
-4.445285,50,767.617882
-2.357362,50,775.694968
-39.034584,50,780.858497
-2.306891,50,786.006576
-5.656295,50,794.357931
-3.773549,50,799.349805
-5.6776,50,807.15246
-37.519408,50,811.846326
-10.013281,50,816.736003
-39.841067,50,824.687217
-1.461408,50,829.400929
-0.989429,50,837.261366
-2.181225,50,842.143748
-8.009154,50,847.682454
-2.193217,50,855.080646
-3.578726,50,859.86925
-39.839411,50,867.571438
-2.152567,50,872.366903
-39.853333,50,877.618073
-1.397472,50,885.358358
-0.34566,50,890.383971
-2.307311,50,898.49322
-6.057709,50,903.047413
-35.256491,50,907.898456
-3.876318,50,915.951438
-28.372393,50,921.068123
-8.418403,50,926.012934
-38.944076,50,933.270557
-1.628681,50,938.214388
-22.952502,50,945.596979
-22.125343,50,950.713769
-19.003883,50,955.40865
-5.53746,50,963.650645
-2.701915,50,968.267323
-2.787702,50,975.993642
-0.441729,50,981.172881
-2.893489,50,986.023938
-40.858199,50,993.219034
-10.750269,50,997.632586
-37.407491,50,1005.536739
-2.816404,50,1010.544049
-22.685141,50,1015.16078
-41.106617,50,1023.119521
-3.558981,50,1027.877065
-3.256991,50,1035.547123
-6.63136,50,1040.585716
