#{"t_start": 1629141151.6401472, "env_id": 0}
r,l,t4-4.845115,91,70393.658939
5.261244,120,70418.672583
-6.317712,99,70439.803838
4.879351,120,70464.532933
5.003098,120,70489.852424
-6.590192,94,70511.01902
7.31072,120,70531.287599
6.435034,120,70556.801462
-3.370188,91,70577.046256
-4.414257,98,70597.679366
8.466961,120,70622.88229
2.599505,120,70648.290584
-8.661587,89,70663.880518
2.557006,120,70689.141665
5.565248,120,70713.915337
-6.32121,91,70734.696664
3.570112,120,70759.378945
-0.854415,120,70785.50984
-3.058728,111,70808.49796
6.106707,120,70833.801996
5.408001,120,70860.13094
-3.263067,109,70883.598856
2.983348,120,70906.379403
-5.666783,107,70930.272891
3.26137,120,70957.09662
4.865488,120,70982.661546
1.780025,120,71009.564853
-3.148966,103,71031.744542
3.884045,120,71057.805995
4.08443,120,71083.660894
-2.808281,101,71106.785386
-5.139737,105,71125.604681
4.326448,120,71153.223902
5.641331,120,71178.81133
1.56984,120,71206.790499
-4.481722,96,71229.234065
2.902541,120,71256.04241
4.756927,120,71283.029468
-3.632685,90,71305.209039
2.975229,120,71329.633894
4.738838,120,71355.571635
7.121358,120,71382.312646
-1.843924,120,71411.474185
-4.798418,96,71434.719735
-1.352933,104,71459.354853
4.824609,120,71490.440289
1.207007,120,71521.751697
6.08723,120,71551.476255
-1.202164,120,71579.733272
0.375646,120,71607.646236
4.819207,120,71633.560357
4.396561,120,71662.775613
-4.556909,100,71685.591915
7.971508,120,71713.592208
3.433129,120,71739.678072
-3.403455,93,71760.220147
5.98653,120,71786.123262
-3.083043,120,71815.283297
-3.146718,120,71843.481953
3.23992,120,71869.811576
3.25857,120,71893.756368
-4.808811,88,71915.147882
-5.059357,109,71942.283146
-5.416163,81,71962.898174
5.062858,120,71991.546674
-3.667504,99,72010.733598
5.992119,120,72037.978683
0.656876,120,72066.963106
-6.38442,71,72085.433676
5.662624,120,72113.142593
6.859833,120,72141.69173
4.409245,120,72168.439976
-1.27377,120,72195.763762
-3.351293,96,72213.485081
-5.516246,85,72233.319959
6.858034,120,72261.17783
2.000733,120,72287.211954
7.17389,120,72312.95904
4.676465,120,72339.039847
-5.590814,69,72352.075834
-6.32496,80,72370.181325
5.514412,120,72396.539296
-4.352695,94,72418.137772
-5.414195,100,72436.174577
-1.244008,120,72464.754817
-5.758326,86,72485.358419
6.894824,120,72511.795222
-2.95544,107,72534.504932
-3.803895,120,72559.082432
-3.776794,98,72576.872698
2.960897,120,72601.905761
4.886574,120,72627.406647
-3.599153,104,72649.400204
-3.514092,107,72672.982766
3.658403,120,72698.701118
-5.235827,120,72724.168022
-2.699085,119,72748.885379
-6.030594,98,72765.860759
1.379899,120,72791.963072
-3.55677,93,72813.145932
-4.470648,120,72842.479229
2.900265,120,72869.615251
4.914797,120,72895.475026
-3.814023,102,72917.073117
4.480455,120,72943.959854
-3.867999,90,72960.418474
5.112647,120,72986.003262
0.369216,120,73011.616174
2.357421,120,73036.565883
-3.318648,97,73058.050141
4.773397,120,73083.683284
5.875288,120,73110.350763
2.852787,120,73137.017323
4.734912,120,73161.950619
-3.242762,113,73186.084614
4.359502,120,73213.555135
-5.241517,82,73227.181804
-2.788278,120,73253.434779
7.230949,120,73280.242077
-6.50706,84,73300.865188
3.89407,120,73328.850061
-4.496249,88,73346.597419
4.806339,120,73375.450588
-6.263246,80,73393.78272
2.397642,120,73421.590247
-9.092303,96,73443.198638
3.755905,120,73470.7928
5.869756,120,73491.695904
4.04204,120,73517.847183
-4.705699,120,73546.101264
-7.092364,77,73565.910804
5.985194,120,73592.242317
7.405461,120,73618.477336
5.553814,120,73645.013441
7.171118,120,73672.663173
-9.620758,60,73683.803963
-7.176805,120,73710.706445
5.119851,120,73737.717853
2.638288,120,73765.937606
-1.886624,120,73793.184672
3.546023,120,73819.662202
-6.228804,112,73845.825399
3.886989,120,73872.060318
-5.432871,105,73891.213181
5.280271,120,73917.977368
5.425383,120,73944.684812
5.559725,120,73970.525087
0.868897,120,73997.86938
3.62049,120,74023.110778
3.215419,120,74050.392922
7.52362,120,74076.437067
-5.615792,116,74102.665222
3.148568,120,74128.315165
5.8874,120,74153.696505
5.546327,120,74181.157862
-6.18811,112,74204.939893
-16.196578,120,74232.860663
-6.92665,98,74250.782991
-1.148114,120,74278.661296
2.584805,120,74306.287632
4.382176,120,74335.198089
5.305789,120,74363.551332
7.121907,120,74390.938969
-19.641644,120,74420.098066
-6.234862,113,74447.110945
-5.787905,114,74473.430752
4.217006,120,74499.091831
6.186148,120,74526.097398
1.81349,120,74552.592393
5.983414,120,74576.176491
3.331445,120,74602.981563
6.289498,120,74633.536254
6.58404,120,74659.691172
-8.191707,76,74678.000196
-5.271823,109,74702.815683
7.48776,120,74732.016648
-9.092546,82,74748.14245
2.77642,120,74775.94659
2.872239,120,74802.727041
2.604462,120,74828.369237
-4.003235,99,74850.827797
2.914033,120,74875.857488
-3.795019,116,74901.686319
6.453076,120,74928.004194
-4.977785,95,74944.521622
-6.094442,88,74964.221663
-6.734654,92,74984.831292
-2.077219,120,75010.071767
6.570204,120,75033.503924
-2.359524,110,75057.469419
5.216755,120,75083.646117
-0.719676,120,75105.432833
0.890179,120,75131.85041
4.952872,120,75159.937879
-8.482505,83,75179.131379
5.942348,120,75205.305632
4.745326,120,75231.116289
-7.861371,81,75245.754436
-7.780225,85,75265.737592
-9.417067,87,75285.560604
1.082137,120,75311.312444
0.335644,120,75338.689082
5.723674,120,75365.686285
-5.720215,83,75380.802521
7.815697,120,75405.640576
-6.390475,74,75421.61887
4.827457,120,75447.322906
-5.031714,96,75463.922756
-2.774138,96,75485.343944
5.08394,120,75511.742862
-6.08296,120,75537.203482
-5.649751,82,75557.842599
-6.344722,85,75574.037861
-5.883659,88,75594.424867
7.123356,120,75619.841686
-3.496673,97,75641.674
-6.29271,107,75664.873381
-8.191876,76,75678.882195
5.469709,120,75704.992377
-7.593817,102,75727.851429
-8.059382,112,75751.456621
0.611569,120,75779.87545
5.701229,120,75807.500291
-8.891734,106,75830.89255
-6.547498,98,75847.275256
3.850369,120,75873.341913
-9.765836,82,75891.952808
-5.072794,120,75918.358789
-5.769221,118,75943.844225
3.689385,120,75969.322655
-10.037839,120,75996.358076
2.224243,120,76024.160014
0.425724,120,76046.753621
-8.811867,94,76068.636308
3.929111,120,76095.717073
-5.184519,110,76120.82803
2.331251,120,76146.502146
-8.524717,89,76166.778786
5.557471,120,76192.706554
2.908619,120,76219.166374
6.087954,120,76241.114633
3.659907,120,76269.975493
-2.714397,88,76289.540329
6.810594,120,76315.48425
6.599837,120,76343.184342
0.973579,120,76371.225107
6.54423,120,76400.180272
