time,/jointset/ground_pelvis/pelvis_tilt/value,/jointset/ground_pelvis/pelvis_tilt/speed,/jointset/ground_pelvis/pelvis_tx/value,/jointset/ground_pelvis/pelvis_tx/speed,/jointset/ground_pelvis/pelvis_ty/value,/jointset/ground_pelvis/pelvis_ty/speed,/jointset/hip_r/hip_flexion_r/value,/jointset/hip_r/hip_flexion_r/speed,/jointset/knee_r/knee_angle_r/value,/jointset/knee_r/knee_angle_r/speed,/jointset/ankle_r/ankle_angle_r/value,/jointset/ankle_r/ankle_angle_r/speed,/jointset/hip_l/hip_flexion_l/value,/jointset/hip_l/hip_flexion_l/speed,/jointset/knee_l/knee_angle_l/value,/jointset/knee_l/knee_angle_l/speed,/jointset/ankle_l/ankle_angle_l/value,/jointset/ankle_l/ankle_angle_l/speed,/jointset/back/lumbar_extension/value,/jointset/back/lumbar_extension/speed,/forceset/hamstrings_r/activation,/forceset/hamstrings_r/fiber_length,/forceset/bifemsh_r/activation,/forceset/bifemsh_r/fiber_length,/forceset/glut_max_r/activation,/forceset/glut_max_r/fiber_length,/forceset/iliopsoas_r/activation,/forceset/iliopsoas_r/fiber_length,/forceset/rect_fem_r/activation,/forceset/rect_fem_r/fiber_length,/forceset/vasti_r/activation,/forceset/vasti_r/fiber_length,/forceset/gastroc_r/activation,/forceset/gastroc_r/fiber_length,/forceset/soleus_r/activation,/forceset/soleus_r/fiber_length,/forceset/tib_ant_r/activation,/forceset/tib_ant_r/fiber_length,/forceset/hamstrings_l/activation,/forceset/hamstrings_l/fiber_length,/forceset/bifemsh_l/activation,/forceset/bifemsh_l/fiber_length,/forceset/glut_max_l/activation,/forceset/glut_max_l/fiber_length,/forceset/iliopsoas_l/activation,/forceset/iliopsoas_l/fiber_length,/forceset/rect_fem_l/activation,/forceset/rect_fem_l/fiber_length,/forceset/vasti_l/activation,/forceset/vasti_l/fiber_length,/forceset/gastroc_l/activation,/forceset/gastroc_l/fiber_length,/forceset/soleus_l/activation,/forceset/soleus_l/fiber_length,/forceset/tib_ant_l/activation,/forceset/tib_ant_l/fiber_length
1.35247345,0.179825913,-0.127544888,0,0,0,0,-0.464277237,2.344113274,-0.42314265,-6.108088609,0.106255478,-1.647389478,0.220223841,-0.387711216,-0.257920805,-1.555682529,-0.101155941,-0.133121637,-0.429846597,0.368791816,0.67679465,0.06836006,0.67944873,0.17664908,0.05159983,0.1160498,0.64022825,0.11960938,0.36095286,0.1413112,0.02046783,0.09619492,0.67297193,0.08276658,0.43784136,0.04746532,0.27246219,0.07167265,0.21432131,0.10816636,0.04799962,0.18317738,0.20257984,0.15435789,0.04800689,0.09689126,0.05547251,0.11507723,0.1981607,0.08726432,0.06929673,0.08109773,0.1450508,0.03979758,0.81513541,0.07812786
1.35339368,0.179709106,-0.125748569,0,0,0,0,-0.462108427,2.368710789,-0.428774726,-6.131175158,0.104664464,-1.826000637,0.219862384,-0.398679484,-0.259362869,-1.578082503,-0.10102159,0.426300084,-0.429507925,0.366641232,0.65454015,0.06826216,0.65704758,0.17654366,0.05118307,0.11616442,0.66196235,0.11955672,0.35554881,0.14166657,0.02046215,0.09645304,0.68955085,0.0825868,0.44664874,0.04741038,0.26726145,0.07179716,0.22105434,0.10808614,0.04763375,0.18314289,0.20332451,0.15433525,0.04764092,0.09691202,0.05500003,0.11518146,0.20141679,0.08730598,0.06861709,0.08106746,0.14300769,0.03980317,0.79986135,0.07809548
1.35431392,0.179595443,-0.120808652,0,0,0,0,-0.459918927,2.389240268,-0.434424919,-6.147673425,0.102868756,-2.08908749,0.21948855,-0.414613405,-0.260823663,-1.595408062,-0.100378972,0.961147572,-0.42917288,0.360989461,0.63349768,0.06817293,0.63587013,0.17643952,0.05077224,0.11628042,0.68197257,0.11949664,0.35031231,0.14201646,0.02045654,0.09671226,0.70492242,0.08240014,0.45470226,0.04735257,0.26221068,0.07192293,0.22701325,0.10800033,0.047273,0.18310794,0.20398785,0.15431233,0.04728007,0.09693284,0.0545344,0.11528566,0.20430329,0.08734787,0.06794794,0.08103938,0.1410064,0.03981071,0.78536475,0.07806673
1.35544733,0.179463551,-0.111431456,0,0,0,0,-0.457198546,2.410556067,-0.441400922,-6.161051489,0.100276555,-2.497531763,0.219004473,-0.440691528,-0.262637532,-1.602068639,-0.098967412,1.501077661,-0.428769542,0.350121488,0.60910683,0.06807314,0.61132727,0.17631178,0.05027427,0.11642489,0.70453686,0.11941357,0.34408271,0.14244164,0.02044973,0.09703262,0.72237121,0.08216126,0.46369984,0.04727728,0.25618714,0.07208401,0.23343919,0.10788848,0.04683561,0.18306425,0.20470642,0.15428365,0.04684256,0.09695875,0.05397016,0.11541448,0.20741696,0.08740087,0.06713791,0.08101021,0.13859735,0.03982492,0.76849999,0.07803489
1.35658074,0.179343661,-0.099913779,0,0,0,0,-0.454455477,2.429673145,-0.448388986,-6.169411974,0.097186994,-2.959957338,0.21848739,-0.472534696,-0.264446851,-1.586699364,-0.097055002,1.834566607,-0.428380316,0.33636494,0.58625363,0.06798277,0.58833598,0.17618349,0.04978498,0.1165709,0.72508477,0.11932173,0.3380843,0.14286151,0.02044302,0.09735376,0.73835918,0.08191259,0.47179615,0.04719701,0.25037133,0.07225707,0.2390037,0.10777132,0.04640572,0.18302014,0.20533005,0.15425427,0.04641255,0.09698518,0.05341593,0.11554411,0.21011003,0.08745604,0.06634314,0.08098899,0.13624801,0.03984834,0.75264403,0.07800564
1.35771415,0.17923721,-0.088015876,0,0,0,0,-0.451690862,2.448965044,-0.455384905,-6.175310248,0.093560856,-3.438412352,0.217932034,-0.507758273,-0.266225343,-1.547888285,-0.094902045,1.92353372,-0.428007482,0.321516969,0.56479946,0.06790029,0.566756,0.17605376,0.0493042,0.11671832,0.74386416,0.11922238,0.33230555,0.1432766,0.02043641,0.09767536,0.75304672,0.08165402,0.47909692,0.04711114,0.24475334,0.07244679,0.24383576,0.10765019,0.04598319,0.18297609,0.20587147,0.15422391,0.0459899,0.0970124,0.05287151,0.1156745,0.21244267,0.08751342,0.0655633,0.08097667,0.13395644,0.03988626,0.7377164,0.07797802
1.35884755,0.179143598,-0.077563068,0,0,0,0,-0.448903214,2.470667299,-0.462387243,-6.181154616,0.089400583,-3.89595725,0.217336286,-0.543262104,-0.26794813,-1.489395521,-0.092782103,1.783214671,-0.427651151,0.307590687,0.54462187,0.06782445,0.54646348,0.17592196,0.04883177,0.11686718,0.7610809,0.11911665,0.32673568,0.14368707,0.02042989,0.09799723,0.76657045,0.08138531,0.48569253,0.04701894,0.23932382,0.07265636,0.24804172,0.1075262,0.04556787,0.18293273,0.20634166,0.15419231,0.04557447,0.09704064,0.05233671,0.11580525,0.2144656,0.08757251,0.06479806,0.08097302,0.1317208,0.03994152,0.72364489,0.07795161
1.36,0.179058848,-0.070196164,0,0,0,0,-0.446041131,2.497183809,-0.469515194,-6.189539268,0.084670181,-4.300445848,0.216690734,-0.576260239,-0.269623854,-1.417352437,-0.090896088,1.467321321,-0.427303458,0.296482234,0.52530236,0.06775307,0.52703698,0.17578536,0.04835978,0.11702016,0.77716286,0.11900364,0.32127602,0.14409976,0.02042337,0.09832472,0.77924907,0.08110147,0.49175616,0.04691801,0.23398734,0.07289109,0.25176754,0.10739817,0.04515284,0.18288995,0.20675646,0.15415869,0.04515932,0.09707059,0.05180257,0.11593795,0.21624925,0.08763354,0.06403458,0.08097693,0.1295031,0.04001234,0.71014782,0.07792605
1.36001016,0.179058135,-0.070150475,0,0,0,0,-0.446015763,2.497442294,-0.469578068,-6.189630055,0.084626481,-4.303646356,0.216684879,-0.576527556,-0.269638248,-1.41668803,-0.0908812,1.463999141,-0.427300447,0.296403691,0.52558669,0.06775246,0.52695118,0.17578414,0.04837727,0.11702152,0.77691866,0.11900262,0.32120556,0.14410338,0.02042331,0.0983276,0.77899887,0.08109892,0.49164109,0.04691709,0.23398234,0.07289326,0.2517296,0.10739703,0.04514921,0.18288958,0.20673842,0.15415838,0.04515569,0.09707086,0.05179791,0.11593912,0.2162983,0.08763408,0.06402792,0.080977,0.1294838,0.04001301,0.71019228,0.07792583
1.36002032,0.179057423,-0.070105275,0,0,0,0,-0.445990393,2.497701391,-0.469640942,-6.189721228,0.084582748,-4.306839804,0.216679021,-0.57679422,-0.269652636,-1.41602351,-0.090866346,1.460670979,-0.427297437,0.296325664,0.5259605,0.06775186,0.52688148,0.17578293,0.04839903,0.11702287,0.77659866,0.11900161,0.32113047,0.144107,0.02042326,0.09833049,0.77867739,0.08109637,0.49149291,0.04691617,0.23398558,0.07289542,0.25167796,0.1073959,0.04514558,0.18288921,0.20671609,0.15415808,0.04515206,0.09707113,0.05179324,0.11594029,0.21635417,0.08763461,0.06402126,0.08097706,0.1294645,0.04001368,0.71026869,0.07792561
1.36007111,0.179053868,-0.069886551,0,0,0,0,-0.445863502,2.499005932,-0.469955329,-6.190182923,0.0843636,-4.322699124,0.216649692,-0.578117802,-0.269724471,-1.412699361,-0.090792582,1.443942591,-0.427282396,0.295943198,0.52782273,0.06774878,0.52653342,0.17577682,0.04850727,0.11702959,0.77500205,0.11899654,0.32075545,0.14412513,0.02042297,0.09834493,0.77707339,0.08108364,0.49075311,0.04691155,0.23400175,0.0729062,0.25142002,0.10739024,0.04512746,0.18288736,0.20660452,0.15415657,0.04513394,0.09707249,0.05176993,0.11594612,0.2166324,0.08763729,0.06398795,0.08097738,0.12936806,0.04001703,0.71064992,0.07792451
1.36032506,0.179036243,-0.068969901,0,0,0,0,-0.445228032,2.505747179,-0.471527632,-6.192645577,0.083256046,-4.399086399,0.216502061,-0.58449713,-0.270081112,-1.396054798,-0.090436698,1.358347512,-0.427207467,0.294217811,0.53696667,0.06773276,0.5248037,0.17574595,0.04903385,0.11706242,0.76710324,0.11897168,0.31889054,0.14421659,0.02042155,0.09841713,0.76913827,0.08102017,0.48708135,0.04688845,0.23408114,0.07295958,0.25013631,0.10736227,0.04503708,0.18287819,0.20604874,0.1541491,0.04504353,0.09707929,0.05165365,0.11597524,0.21799611,0.0876503,0.06382186,0.08097916,0.12888746,0.04003401,0.71253557,0.07791889
1.3613337,0.178967477,-0.06811037,0,0,0,0,-0.442685871,2.535866466,-0.477779855,-6.205564297,0.0786873,-4.64267284,0.215901167,-0.605957868,-0.271456083,-1.330705853,-0.089245319,1.001920893,-0.426913058,0.290336109,0.57075639,0.06765897,0.51810425,0.17561798,0.050904,0.11718779,0.73705682,0.11887975,0.31164736,0.14458996,0.02041595,0.09870405,0.73895653,0.08077112,0.47293187,0.0467963,0.23437401,0.07316631,0.24513442,0.10725593,0.04468148,0.18284269,0.20387472,0.15412052,0.04468783,0.09710695,0.05119633,0.11609029,0.22298939,0.08769732,0.06316902,0.0809884,0.12700414,0.04010311,0.71970026,0.07789466
1.36234234,0.178897341,-0.071701751,0,0,0,0,-0.440110707,2.571180695,-0.484048198,-6.224855602,0.073930141,-4.769122515,0.215281889,-0.620843966,-0.272767049,-1.269851412,-0.088411002,0.658516756,-0.426620138,0.291303595,0.60102942,0.0675713,0.51166697,0.17548264,0.05246688,0.11731339,0.70897534,0.1187975,0.30465632,0.14497308,0.02041042,0.09899135,0.71075265,0.08052607,0.45944061,0.04670298,0.23463403,0.07337096,0.24028228,0.10715667,0.04433125,0.18280876,0.20175293,0.15409306,0.04433751,0.09713563,0.05074614,0.11620403,0.22737693,0.08773929,0.06252695,0.08099985,0.1251608,0.04017135,0.72637767,0.07786805
1.36383769,0.178781274,-0.085079507,0,0,0,0,-0.436221269,2.632541297,-0.493385989,-6.266999668,0.066801709,-4.716551399,0.214344709,-0.630079097,-0.274607693,-1.195768742,-0.087743551,0.264523921,-0.426178042,0.301738255,0.64059689,0.06742163,0.50257779,0.17527128,0.05432784,0.11750576,0.67057146,0.11869037,0.29472967,0.14554713,0.02040236,0.09941851,0.67218771,0.08016841,0.44055813,0.04656152,0.23496691,0.07367657,0.23335122,0.10702115,0.04382173,0.18276127,0.19870005,0.15405322,0.04382785,0.09717976,0.05009158,0.11636958,0.23293721,0.08779616,0.06159443,0.08101763,0.12249923,0.04026399,0.73546205,0.07782584
1.36533304,0.178638727,-0.106749865,0,0,0,0,-0.432233229,2.702520879,-0.502798921,-6.324990521,0.059964885,-4.385013546,0.213404608,-0.625194375,-0.276355973,-1.146934515,-0.087508163,0.091375892,-0.425712928,0.321721241,0.67497867,0.06725521,0.49399604,0.17504995,0.05576066,0.11770635,0.63557247,0.1185976,0.28529312,0.14611981,0.02039445,0.09984796,0.63704833,0.07981643,0.42289935,0.04641604,0.23524607,0.0739804,0.22671682,0.10689798,0.04332353,0.18271668,0.19575355,0.15401369,0.04332952,0.0972253,0.04945202,0.11653099,0.23755798,0.08784956,0.06068445,0.08103323,0.1199197,0.04034281,0.74367062,0.07778201
1.36671312,0.178474651,-0.131536299,0,0,0,0,-0.428456344,2.771255772,-0.511571081,-6.388725847,0.054238794,-3.890391568,0.21255043,-0.6115898,-0.277921072,-1.124558754,-0.087364426,0.150238014,-0.425252673,0.345911551,0.70294692,0.06709208,0.48649481,0.17483866,0.05679057,0.1178989,0.60592195,0.11852211,0.27698973,0.14664321,0.0203873,0.10024717,0.60728363,0.07949679,0.4075906,0.04627918,0.23546361,0.07424912,0.22084203,0.10679398,0.04287356,0.18267736,0.19312459,0.15397735,0.04287942,0.09726797,0.04887474,0.11667626,0.24113671,0.08789754,0.05986408,0.08104464,0.11760901,0.04040475,0.75055238,0.07774103
1.36777743,0.178323886,-0.151791158,0,0,0,0,-0.42547847,2.824459988,-0.518398245,-6.440610543,0.050333111,-3.444158402,0.211906607,-0.598025041,-0.279114464,-1.119474451,-0.08712314,0.318354421,-0.424873802,0.366097444,0.72242657,0.06696246,0.48096758,0.17467178,0.0574331,0.11805217,0.58460644,0.11846927,0.27083632,0.14704257,0.02038187,0.10055729,0.58588874,0.07925441,0.39638157,0.04617317,0.23560887,0.07444241,0.2164658,0.1067195,0.04253283,0.18264777,0.19115414,0.15394954,0.0425386,0.09730093,0.04843786,0.11678605,0.24351804,0.08793445,0.05924386,0.08105196,0.11587131,0.04044807,0.75544776,0.07770915
1.36884174,0.17815176,-0.171448327,0,0,0,0,-0.422444757,2.875912421,-0.5252804,-6.491619824,0.046910352,-2.989345304,0.211277529,-0.584257483,-0.280306513,-1.121417315,-0.086659863,0.562215491,-0.424473566,0.385797777,0.74032008,0.06683101,0.4756526,0.17450185,0.05796814,0.11820945,0.56451594,0.1184203,0.26488936,0.14743791,0.02037652,0.10086948,0.56572548,0.07901641,0.38565668,0.04606797,0.23573707,0.07462001,0.212218,0.10664954,0.04219747,0.18261846,0.18923166,0.15392205,0.04220315,0.0973337,0.04800808,0.11689415,0.24561558,0.08797176,0.05863423,0.08105897,0.114171,0.04049008,0.7600144,0.07767683
1.36990606,0.177959602,-0.189242042,0,0,0,0,-0.419357887,2.924127074,-0.532215309,-6.539379053,0.043960701,-2.560385734,0.210662245,-0.572437493,-0.281502657,-1.126512611,-0.085910967,0.849432395,-0.424053276,0.403555997,0.75680295,0.06669878,0.47053955,0.17432909,0.05841388,0.11837055,0.54554961,0.11837454,0.2591392,0.14782916,0.02037124,0.10118373,0.54669231,0.07878359,0.37538623,0.04596473,0.23585022,0.07478033,0.20809346,0.10658375,0.0418674,0.18258921,0.18735568,0.15389495,0.04187299,0.09736613,0.04758526,0.11700083,0.24746485,0.08800981,0.05803499,0.08106688,0.11250706,0.04053326,0.76427682,0.07764373
1.37,0.177941756,-0.190686415,0,0,0,0,-0.419082992,2.928185371,-0.532829831,-6.543367169,0.043721844,-2.524796129,0.21060851,-0.571551552,-0.281608508,-1.126983394,-0.085829934,0.875709523,-0.424015297,0.404987297,0.75819524,0.0666871,0.47009761,0.17431371,0.05844946,0.11838494,0.54392641,0.11837063,0.25864079,0.14786349,0.02037078,0.10121157,0.54506347,0.07876332,0.37450058,0.04595575,0.23585955,0.07479364,0.20773515,0.10657814,0.04183852,0.18258662,0.18719228,0.15389258,0.0418441,0.09736897,0.04754826,0.11701019,0.24761721,0.08801322,0.05798259,0.08106767,0.1123619,0.04053721,0.76463921,0.07764076
1.37000972,0.177939902,-0.190834364,0,0,0,0,-0.419054542,2.928602934,-0.532893402,-6.543777119,0.043697334,-2.521141544,0.210602958,-0.571461781,-0.281619457,-1.127031635,-0.085821413,0.878429726,-0.424011362,0.405133762,0.75797458,0.06668589,0.47001018,0.17431212,0.0584455,0.11838643,0.54411299,0.11837023,0.25858933,0.14786704,0.02037073,0.10121445,0.54531491,0.07876122,0.37457914,0.04595482,0.23582241,0.074795,0.20770164,0.10657756,0.04183553,0.18258635,0.1872226,0.15389234,0.04184111,0.09736926,0.04754444,0.11701115,0.24764071,0.08801357,0.05797718,0.08106775,0.11235248,0.04053762,0.76439728,0.07764045
1.37001943,0.177938048,-0.190981872,0,0,0,0,-0.419026089,2.929019886,-0.532956977,-6.544186528,0.043672858,-2.517491994,0.210597406,-0.571372577,-0.281630407,-1.12707972,-0.085812866,0.881150318,-0.424007426,0.405279742,0.75768127,0.06668469,0.46991442,0.17431053,0.05844001,0.11838792,0.54437013,0.11836982,0.25853789,0.14787059,0.02037068,0.10121733,0.54564988,0.07875913,0.37469159,0.04595389,0.23577766,0.07479637,0.20766883,0.10657698,0.04183255,0.18258608,0.18726231,0.15389209,0.04183813,0.09736956,0.04754062,0.11701212,0.24766574,0.08801392,0.05797176,0.08106784,0.11234418,0.04053803,0.76409968,0.07764014
1.37006801,0.177928753,-0.191712781,0,0,0,0,-0.418883761,2.931095453,-0.533274912,-6.546225315,0.043551012,-2.49932197,0.210569662,-0.570935131,-0.281685161,-1.127317627,-0.085769734,0.894757732,-0.423987722,0.406002334,0.75621767,0.06667868,0.46943623,0.17430258,0.05841259,0.1183954,0.54565185,0.11836778,0.25828091,0.14788833,0.02037044,0.10123172,0.54731913,0.07874862,0.37525199,0.04594924,0.23555413,0.07480324,0.20750493,0.10657409,0.04181763,0.18258475,0.18746008,0.15389085,0.04182321,0.09737103,0.04752152,0.11701695,0.24779048,0.08801568,0.05794471,0.08106825,0.11230271,0.04054008,0.76261468,0.07763862
1.37031088,0.177881761,-0.19519841,0,0,0,0,-0.418170627,2.941241314,-0.534866054,-6.556200849,0.042954832,-2.410650143,0.210431242,-0.568969533,-0.281959097,-1.128425316,-0.085544157,0.962754479,-0.423888691,0.409428852,0.74897208,0.06664921,0.46705999,0.17426291,0.0582758,0.1184332,0.55196296,0.1183571,0.25700181,0.14797688,0.02036925,0.10130378,0.55552809,0.07869543,0.37800951,0.04592584,0.23444125,0.07483787,0.20668859,0.10655973,0.04174322,0.18257806,0.18842961,0.15388435,0.04174878,0.09737835,0.04742623,0.11704109,0.24840345,0.08802447,0.05780975,0.08107041,0.11209593,0.04055041,0.75526364,0.07763124
1.37152526,0.177636131,-0.208016054,0,0,0,0,-0.414570695,2.985878301,-0.542855174,-6.599224386,0.040263519,-2.047632599,0.209743521,-0.565531194,-0.283331138,-1.129764069,-0.084175303,1.283710601,-0.423383304,0.421432204,0.71446674,0.06651467,0.45553517,0.17406608,0.05759984,0.11862776,0.58126647,0.11829252,0.25074832,0.1484164,0.02036335,0.10166541,0.59343861,0.07841573,0.39075863,0.04580542,0.22899378,0.07501436,0.20268439,0.10649039,0.04137517,0.1825445,0.19282884,0.15384616,0.04138062,0.09741467,0.04695506,0.11716098,0.25121698,0.0880682,0.0571428,0.08108371,0.11107588,0.04060456,0.72026781,0.07760001
1.37273964,0.177379995,-0.212398627,0,0,0,0,-0.410922992,3.019883439,-0.550888045,-6.627688122,0.037903257,-1.876065985,0.209052643,-0.57443118,-0.284698114,-1.119142122,-0.082458192,1.527017458,-0.422869021,0.423942216,0.68259459,0.06639837,0.44457437,0.17387036,0.05693694,0.11882718,0.60728621,0.11821087,0.24472265,0.14885038,0.02035754,0.10202891,0.62686198,0.07811804,0.40197144,0.04568123,0.22373436,0.07518826,0.19880538,0.1064248,0.04101369,0.18251085,0.19657148,0.15380182,0.04101905,0.09745053,0.04649255,0.1172798,0.25365561,0.08811216,0.0564887,0.08110263,0.11007853,0.04066523,0.6879597,0.0775771
1.37395403,0.177123601,-0.208606226,0,0,0,0,-0.407240118,3.044072616,-0.558945663,-6.640011413,0.035613723,-1.932655687,0.208343257,-0.595844991,-0.286042851,-1.092821624,-0.080515077,1.651870319,-0.422357454,0.417129996,0.65306898,0.06629685,0.43413954,0.17367458,0.05628681,0.11902916,0.63054133,0.11811415,0.2389133,0.14927863,0.02035183,0.10239357,0.65658619,0.07780733,0.41187166,0.04555489,0.21865404,0.07535654,0.19504632,0.10636255,0.04065866,0.18247737,0.19976281,0.15375417,0.04066392,0.09748623,0.04603852,0.11739779,0.25577181,0.08815674,0.05584719,0.08112891,0.10910329,0.04073432,0.65804487,0.07756124
1.3752014,0.176869473,-0.197915779,0,0,0,0,-0.403431733,3.061127336,-0.56722813,-6.637546809,0.033049065,-2.213890298,0.207580474,-0.628727811,-0.287380478,-1.049278676,-0.078443826,1.647401786,-0.42184571,0.402287397,0.62492551,0.06620515,0.42393243,0.17347283,0.05563202,0.11923864,0.65197573,0.11800119,0.23316009,0.14971219,0.02034606,0.10276846,0.68389024,0.07747768,0.42086582,0.0454234,0.2136134,0.07552727,0.1913048,0.10630169,0.04030057,0.1824436,0.20255755,0.15370323,0.04030574,0.09752314,0.0455808,0.11751819,0.25765652,0.08820317,0.05520105,0.08116477,0.10812398,0.04081379,0.6295435,0.0775514
1.37644877,0.176631598,-0.183049232,0,0,0,0,-0.399605245,3.073716359,-0.575499725,-6.623240361,0.030015639,-2.674778457,0.206771765,-0.668721506,-0.288654813,-0.992063794,-0.076455228,1.523325062,-0.421355916,0.382500073,0.59876728,0.06612395,0.41420933,0.1732703,0.0549901,0.11944967,0.67127147,0.1178765,0.22761292,0.15013896,0.02034038,0.10314283,0.7084166,0.07713893,0.4288307,0.04528968,0.20874439,0.07570317,0.18767953,0.10624354,0.03994902,0.18241098,0.204939,0.15365086,0.03995409,0.09756076,0.04513166,0.11763773,0.25928896,0.08824992,0.05456759,0.08120956,0.10716677,0.04089944,0.60306407,0.07754754
1.37769615,0.176413236,-0.167164425,0,0,0,0,-0.395763884,3.085595049,-0.583748241,-6.601257334,0.026327668,-3.251929484,0.205911247,-0.710957982,-0.28985188,-0.926352701,-0.07468093,1.309635832,-0.420892061,0.361295143,0.57439459,0.06605151,0.40493889,0.17306707,0.05436077,0.11966196,0.68871183,0.11774204,0.22226166,0.15055856,0.0203348,0.10351598,0.73055861,0.0767914,0.43590201,0.0451525,0.20403903,0.07589282,0.1841657,0.10618775,0.03960388,0.18237997,0.20697117,0.15359717,0.03960885,0.09759957,0.04469092,0.11775625,0.26070402,0.08829647,0.05394652,0.08126145,0.10623111,0.04098745,0.57840204,0.07754949
1.37891308,0.176218352,-0.153688965,0,0,0,0,-0.392000651,3.099893764,-0.591766669,-6.576717322,0.022002745,-3.856529671,0.205022056,-0.749631649,-0.290938609,-0.859688723,-0.073240963,1.052353092,-0.420464112,0.342629719,0.55217119,0.06598792,0.3963034,0.1728683,0.05375866,0.11987027,0.70416113,0.11760311,0.21722069,0.15096075,0.02032944,0.10387838,0.75016536,0.07644355,0.44204866,0.04501372,0.19959903,0.07609877,0.18084068,0.10613527,0.03927321,0.1823516,0.20866814,0.15354346,0.0392781,0.09763891,0.04426886,0.11787066,0.26190356,0.08834116,0.05335229,0.08131581,0.10533849,0.04107157,0.55592315,0.07755713
1.38,0.176056176,-0.145466439,0,0,0,0,-0.388622361,3.117222881,-0.598903459,-6.555797329,0.017526757,-4.371375721,0.204190828,-0.778817562,-0.291841425,-0.802143584,-0.072226773,0.814984025,-0.420098961,0.330082651,0.53350332,0.06593619,0.38891154,0.17269048,0.05323056,0.12005747,0.71680167,0.11747373,0.21286149,0.15131384,0.02032472,0.1042005,0.76621102,0.07612494,0.44698489,0.04488424,0.19575366,0.07630466,0.17795363,0.10608982,0.03898282,0.18232797,0.20997966,0.15349434,0.03898764,0.09767544,0.04389838,0.11797161,0.26284342,0.08838011,0.05283109,0.08136464,0.10455769,0.04114245,0.53704682,0.0775691
1.38000951,0.176054793,-0.145415234,0,0,0,0,-0.38859271,3.117398598,-0.598965815,-6.555626859,0.017485158,-4.375633227,0.204183419,-0.779043241,-0.291849053,-0.801658034,-0.072219031,0.81295541,-0.420095821,0.329995633,0.53374643,0.06593576,0.3889289,0.17268892,0.05322928,0.12005911,0.71660191,0.11747258,0.21282392,0.1513169,0.02032468,0.10420331,0.76598966,0.07612212,0.44689272,0.04488308,0.1958104,0.07630656,0.17799781,0.10608942,0.0389803,0.18232777,0.20997427,0.1534939,0.03898511,0.09767577,0.04389516,0.11797249,0.26286894,0.08838044,0.05282657,0.08136506,0.10454556,0.04114304,0.53725098,0.07756923
1.38001902,0.17605341,-0.145364574,0,0,0,0,-0.388563057,3.117574954,-0.59902817,-6.555456737,0.017443517,-4.379885317,0.204176008,-0.779268159,-0.291856676,-0.801172924,-0.072211308,0.810928237,-0.420092683,0.329909218,0.53406959,0.06593532,0.38896238,0.17268736,0.05322867,0.12006075,0.71634111,0.11747143,0.21278636,0.15131996,0.02032464,0.10420612,0.76569723,0.0761193,0.44677394,0.04488192,0.19588503,0.07630845,0.17805574,0.10608903,0.03897778,0.18232757,0.20996566,0.15349347,0.03898259,0.0976761,0.04389195,0.11797337,0.26289799,0.08838078,0.05282205,0.08136548,0.10453235,0.04114364,0.5375278,0.07756935
1.38006658,0.176046503,-0.145119492,0,0,0,0,-0.388414767,3.118466373,-0.599339922,-6.554611493,0.01723471,-4.401061224,0.20413892,-0.780381278,-0.291894721,-0.798754111,-0.072172982,0.800815251,-0.420077003,0.3294862,0.53568005,0.06593312,0.38912934,0.17267955,0.05322559,0.12006897,0.71503955,0.1174657,0.21259872,0.15133528,0.02032443,0.10422018,0.76423801,0.0761052,0.44618081,0.04487612,0.19625667,0.07631783,0.17834423,0.10608705,0.03896518,0.18232657,0.20992261,0.1534913,0.03896999,0.09767772,0.04387588,0.11797776,0.26304277,0.08838245,0.05279945,0.08136758,0.10446637,0.04114662,0.53890758,0.07756996
1.38030438,0.176012122,-0.144102584,0,0,0,0,-0.387672659,3.123166073,-0.600898088,-6.55053794,0.016175774,-4.504485707,0.203952712,-0.785654291,-0.292083238,-0.78684168,-0.071988506,0.750952921,-0.419998884,0.327601358,0.54360152,0.06592162,0.38995269,0.17264014,0.05321021,0.12010992,0.70859197,0.11743742,0.21166417,0.15141167,0.02032341,0.10429044,0.75701319,0.07603493,0.44323419,0.04484711,0.19807812,0.07636292,0.17975782,0.10607685,0.03890233,0.18232164,0.20970806,0.15348051,0.03890712,0.09768591,0.04379571,0.11799966,0.26375471,0.08839067,0.05268673,0.08137804,0.10413738,0.04116142,0.54570004,0.07757254
1.38134429,0.175862967,-0.143938899,0,0,0,0,-0.384412337,3.148551505,-0.607702329,-6.537042037,0.011282299,-4.883903809,0.203126014,-0.802586261,-0.292876058,-0.73932657,-0.071312645,0.556731419,-0.419660706,0.324113301,0.57588068,0.06586233,0.39333899,0.17246158,0.05314358,0.12028866,0.68152711,0.11732087,0.20764848,0.15174248,0.02031898,0.10459687,0.7267542,0.07573157,0.43071038,0.04471956,0.20537437,0.07653669,0.1854136,0.10602672,0.03863003,0.18230096,0.20878288,0.15343426,0.03863475,0.09772244,0.04344847,0.11809462,0.26664683,0.08842421,0.05219867,0.08142216,0.10271648,0.04122395,0.57346933,0.07757619
