time,/jointset/ground_pelvis/pelvis_tilt/value,/jointset/ground_pelvis/pelvis_tilt/speed,/jointset/ground_pelvis/pelvis_tx/value,/jointset/ground_pelvis/pelvis_tx/speed,/jointset/ground_pelvis/pelvis_ty/value,/jointset/ground_pelvis/pelvis_ty/speed,/jointset/hip_r/hip_flexion_r/value,/jointset/hip_r/hip_flexion_r/speed,/jointset/knee_r/knee_angle_r/value,/jointset/knee_r/knee_angle_r/speed,/jointset/ankle_r/ankle_angle_r/value,/jointset/ankle_r/ankle_angle_r/speed,/jointset/hip_l/hip_flexion_l/value,/jointset/hip_l/hip_flexion_l/speed,/jointset/knee_l/knee_angle_l/value,/jointset/knee_l/knee_angle_l/speed,/jointset/ankle_l/ankle_angle_l/value,/jointset/ankle_l/ankle_angle_l/speed,/jointset/back/lumbar_extension/value,/jointset/back/lumbar_extension/speed,/forceset/hamstrings_r/activation,/forceset/hamstrings_r/fiber_length,/forceset/bifemsh_r/activation,/forceset/bifemsh_r/fiber_length,/forceset/glut_max_r/activation,/forceset/glut_max_r/fiber_length,/forceset/iliopsoas_r/activation,/forceset/iliopsoas_r/fiber_length,/forceset/rect_fem_r/activation,/forceset/rect_fem_r/fiber_length,/forceset/vasti_r/activation,/forceset/vasti_r/fiber_length,/forceset/gastroc_r/activation,/forceset/gastroc_r/fiber_length,/forceset/soleus_r/activation,/forceset/soleus_r/fiber_length,/forceset/tib_ant_r/activation,/forceset/tib_ant_r/fiber_length,/forceset/hamstrings_l/activation,/forceset/hamstrings_l/fiber_length,/forceset/bifemsh_l/activation,/forceset/bifemsh_l/fiber_length,/forceset/glut_max_l/activation,/forceset/glut_max_l/fiber_length,/forceset/iliopsoas_l/activation,/forceset/iliopsoas_l/fiber_length,/forceset/rect_fem_l/activation,/forceset/rect_fem_l/fiber_length,/forceset/vasti_l/activation,/forceset/vasti_l/fiber_length,/forceset/gastroc_l/activation,/forceset/gastroc_l/fiber_length,/forceset/soleus_l/activation,/forceset/soleus_l/fiber_length,/forceset/tib_ant_l/activation,/forceset/tib_ant_l/fiber_length
0.81614046,0.124125086,-0.368371715,0,0,0,0,0.219972767,-1.060435965,-0.377515439,0.286829102,0.057100722,1.571923737,-0.15549666,3.831940846,-0.918024704,-5.489001249,-0.100711927,-1.244575419,-0.393281137,0.379638586,0.17216814,0.10414782,0.0307248,0.18004331,0.19894273,0.15443709,0.02941308,0.09712721,0.02791675,0.12224015,0.29271413,0.09235227,0.03516604,0.0860088,0.14090672,0.04623839,0.42604717,0.07368273,0.20856493,0.06711866,0.25667998,0.16405324,0.02895265,0.13345478,0.25798425,0.11104424,0.08574124,0.16143213,0.02,0.118096,0.35236808,0.06473825,0.09907342,0.0411206,0.21711769,0.08172435
0.81683701,0.123869858,-0.364515407,0,0,0,0,0.219230257,-1.071456033,-0.377305717,0.315555195,0.058118573,1.347307565,-0.152830869,3.822263175,-0.921835306,-5.452404878,-0.101551161,-1.161478901,-0.393018449,0.37467415,0.17020215,0.10413311,0.03062331,0.18004914,0.19780161,0.15440214,0.02932432,0.0971595,0.02784241,0.12226984,0.29269573,0.0923476,0.03502078,0.08607588,0.14242714,0.04626565,0.41811377,0.07366678,0.20592107,0.06713517,0.25307134,0.16395717,0.02928922,0.13360731,0.25434783,0.11097007,0.08502613,0.16151584,0.02,0.11825586,0.34649316,0.06463164,0.09818623,0.04108181,0.21976872,0.08173651
0.81753357,0.123617189,-0.361033703,0,0,0,0,0.218480206,-1.082065642,-0.377075623,0.345197937,0.058974227,1.10788064,-0.150171811,3.812644177,-0.925620658,-5.416455502,-0.102325856,-1.060658514,-0.392759077,0.370129185,0.16826935,0.10411895,0.0305228,0.18005547,0.19667861,0.15436677,0.02923642,0.09719209,0.02776878,0.12229924,0.29267763,0.09234246,0.03487698,0.08614116,0.14380198,0.0462919,0.41041507,0.0736521,0.20332682,0.06715376,0.24953913,0.16386167,0.02958508,0.13375981,0.25078866,0.11089552,0.08431999,0.16159794,0.02,0.11841446,0.34077067,0.0645277,0.09731078,0.0410438,0.22219508,0.08174815
0.81844895,0.123288556,-0.35712459,0,0,0,0,0.217483624,-1.095161485,-0.376741701,0.384287481,0.059841666,0.788083036,-0.146687425,3.800403315,-0.930557396,-5.36978534,-0.103230494,-0.914007855,-0.392422718,0.36493408,0.16577854,0.10410115,0.03039221,0.18006459,0.19522977,0.1543196,0.0291222,0.09723538,0.02767309,0.12233734,0.29265429,0.09233495,0.03469017,0.08622261,0.14541177,0.0463242,0.40063799,0.0736351,0.19999086,0.06718124,0.24500968,0.16373705,0.02992026,0.1339601,0.24622498,0.110797,0.08340543,0.16170342,0.02,0.11862101,0.33347277,0.06439521,0.09617781,0.04099531,0.22507667,0.08176268
0.81936433,0.122963107,-0.354098962,0,0,0,0,0.216475592,-1.107038628,-0.376372494,0.422034897,0.060421996,0.484449683,-0.143213941,3.78886072,-0.935451605,-5.32349846,-0.103996886,-0.759721006,-0.39209064,0.36081075,0.16334211,0.10408419,0.03026329,0.18007466,0.19381084,0.15427163,0.02900942,0.09727917,0.0275786,0.1223747,0.29263144,0.09232649,0.0345058,0.08629752,0.14682442,0.04635337,0.39122797,0.07362109,0.19673559,0.06721205,0.24060343,0.16361343,0.03020337,0.1341602,0.24178581,0.11069784,0.08250582,0.16180623,0.02,0.11882545,0.32641638,0.06426749,0.09506434,0.04094883,0.22764732,0.08177634
0.82,0.122738527,-0.352580989,0,0,0,0,0.215769492,-1.114442995,-0.3760963,0.446700759,0.06066844,0.294449499,-0.140807898,3.781363756,-0.93882539,-5.291461715,-0.104445434,-0.651736886,-0.391861997,0.35867321,0.16168133,0.10407288,0.03017473,0.1800822,0.19284269,0.15423786,0.02893194,0.09730986,0.02751368,0.12240017,0.29261586,0.09232002,0.03437919,0.08634508,0.14770282,0.04637156,0.38489892,0.07361334,0.19452112,0.06723532,0.23761364,0.16352818,0.03037369,0.13429903,0.23877389,0.1106286,0.08188974,0.16187607,0.02,0.11896619,0.32165233,0.06418168,0.09430236,0.04091793,0.22926872,0.08178528
0.82005081,0.122720615,-0.35247981,0,0,0,0,0.215712853,-1.115004604,-0.376073554,0.448603369,0.060683039,0.280217378,-0.140615781,3.780783467,-0.939094185,-5.288900467,-0.104478331,-0.643180881,-0.391843777,0.358527926,0.16159806,0.10407199,0.03016769,0.18008283,0.19280013,0.15423515,0.02892578,0.09731233,0.02750852,0.12240218,0.29255066,0.09231948,0.03436912,0.08634871,0.1476165,0.04637295,0.38503335,0.07361279,0.19434571,0.06723724,0.23737708,0.16352139,0.03038151,0.13431012,0.23853559,0.11062306,0.0818408,0.1618816,0.02,0.1189774,0.32127621,0.06417492,0.09424185,0.04091552,0.22916167,0.08178598
0.82010162,0.122702708,-0.352378744,0,0,0,0,0.215656185,-1.115565264,-0.376050713,0.45049577,0.060696919,0.266140737,-0.140423693,3.780202546,-0.93936285,-5.286337756,-0.104510795,-0.634645027,-0.391825564,0.358383246,0.16152455,0.1040711,0.03016065,0.18008345,0.19276447,0.15423242,0.02891962,0.09731479,0.02750336,0.1224042,0.29247275,0.09231894,0.03435905,0.08635232,0.14749962,0.04637434,0.38529322,0.07361224,0.19417053,0.06723917,0.23714088,0.1635146,0.03038828,0.13432122,0.23829764,0.11061751,0.0817919,0.16188712,0.02,0.1189886,0.32090078,0.06416818,0.09418139,0.04091311,0.2290085,0.08178669
0.82035567,0.12261325,-0.351875637,0,0,0,0,0.21537242,-1.11835253,-0.375935077,0.459792703,0.060755817,0.198241667,-0.139463699,3.777290178,-0.940704219,-5.273499655,-0.104666639,-0.592346063,-0.391734607,0.357669737,0.16115824,0.10406663,0.03012552,0.18008662,0.19258671,0.15421873,0.02888889,0.09732714,0.02747761,0.12241423,0.29208476,0.09231625,0.03430885,0.08637,0.14691725,0.04638137,0.386573,0.07360937,0.19329816,0.06724898,0.23596516,0.16348069,0.03042118,0.13437675,0.23711328,0.11058973,0.08154808,0.16191459,0.02,0.11904451,0.31903381,0.06413471,0.09387998,0.04090118,0.22824569,0.08179037
0.82162593,0.122167843,-0.349436067,0,0,0,0,0.213943211,-1.131745953,-0.37532381,0.50102891,0.06082577,-0.065150922,-0.134674869,3.762665708,-0.947361751,-5.208410503,-0.105292013,-0.398261048,-0.391282411,0.354396415,0.15935626,0.10404371,0.02995177,0.18010345,0.19171204,0.15414849,0.02873687,0.09738937,0.02735021,0.12246333,0.29018255,0.09230252,0.03406053,0.08644905,0.14405528,0.04641764,0.39251028,0.0735933,0.18902221,0.06730137,0.23021622,0.16331235,0.03056453,0.13465445,0.23132243,0.11045015,0.0803454,0.16204899,0.02,0.11932167,0.30994738,0.06397317,0.09239428,0.0408448,0.22450723,0.08181212
0.82289618,0.121725461,-0.347106623,0,0,0,0,0.212497699,-1.143981538,-0.374666942,0.531179601,0.060656033,-0.174595726,-0.129904557,3.748177137,-0.95393528,-5.141089103,-0.105698921,-0.252112551,-0.390834045,0.351635958,0.15760243,0.10401993,0.02978108,0.18012173,0.19086038,0.15407578,0.02858751,0.09745237,0.02722503,0.12251069,0.28834154,0.09228814,0.03381668,0.0865137,0.14127415,0.04645404,0.39775309,0.0735755,0.1848848,0.06735904,0.22467532,0.16314601,0.03067808,0.13493166,0.22574173,0.11030941,0.07916957,0.16217842,0.02,0.11959482,0.30125609,0.06382141,0.09094342,0.04079412,0.22089072,0.08183851
0.82416644,0.121285981,-0.344858145,0,0,0,0,0.211037471,-1.154919199,-0.373979645,0.548902621,0.060453706,-0.11619365,-0.125152432,3.734054631,-0.960421498,-5.070860747,-0.105960161,-0.170794873,-0.390388869,0.349362346,0.15589516,0.1039953,0.02961339,0.18014113,0.19003104,0.15400112,0.02844076,0.09751609,0.02710202,0.12255642,0.28655945,0.0922729,0.03357722,0.08656695,0.13857085,0.04648948,0.40239094,0.07355689,0.18087985,0.06742151,0.21933214,0.16298174,0.03076803,0.13520801,0.22036071,0.11016757,0.07801987,0.1623029,0.02,0.11986389,0.29293586,0.06367923,0.08952638,0.0407492,0.21739097,0.08186841
0.82563653,0.120780898,-0.342285392,0,0,0,0,0.209331209,-1.166158901,-0.373166457,0.555124388,0.060451704,0.144123301,-0.11967471,3.718256327,-0.967814005,-4.985646973,-0.106195118,-0.164069139,-0.389876914,0.347197588,0.15397546,0.10396569,0.029423,0.18016441,0.18909827,0.15391278,0.02827412,0.0975906,0.02696232,0.12260769,0.2845677,0.0922541,0.03330545,0.08661977,0.13553568,0.04653004,0.40710267,0.07353451,0.17640272,0.0674993,0.21338248,0.16279437,0.03084907,0.13552679,0.21436956,0.11000211,0.07672098,0.16244078,0.02,0.12017004,0.28374088,0.06352587,0.08792736,0.04070391,0.21347999,0.08190637
0.82710662,0.120279632,-0.33964618,0,0,0,0,0.207609267,-1.176347692,-0.372352924,0.550317243,0.060949473,0.550106566,-0.11421985,3.702905251,-0.9750783,-4.896544047,-0.106483336,-0.239871877,-0.389367924,0.345276816,0.15211388,0.10393484,0.02923647,0.18018803,0.18819357,0.15382275,0.02811085,0.09766586,0.02682542,0.12265771,0.28264873,0.09223413,0.03303931,0.08666988,0.13259675,0.04657289,0.41120568,0.07351043,0.17208704,0.06758251,0.20767072,0.16261011,0.03091099,0.13584445,0.20861858,0.10983538,0.07545509,0.16257193,0.02,0.12047034,0.27498179,0.06338315,0.08637089,0.04066472,0.20971171,0.08194744
0.82819297,0.119911764,-0.337584701,0,0,0,0,0.206327404,-1.183576537,-0.371758748,0.543368324,0.061731042,0.890697357,-0.110203303,3.691632658,-0.980360967,-4.828723725,-0.106792557,-0.333306575,-0.38899361,0.343824691,0.15077432,0.10391119,0.02910107,0.18020543,0.18754251,0.1537553,0.02799231,0.09772189,0.02672602,0.12269423,0.28127565,0.09221874,0.03284619,0.08670947,0.13048446,0.04660865,0.41389642,0.07349068,0.16899701,0.06764725,0.2035951,0.16247605,0.03094714,0.13607846,0.20451535,0.1097114,0.07454025,0.16266449,0.02,0.12068837,0.26877221,0.06328344,0.08524723,0.04063881,0.20701479,0.08197992
0.82927933,0.119546211,-0.335381213,0,0,0,0,0.205037675,-1.190876092,-0.371172333,0.536427847,0.062883009,1.226959238,-0.106199076,3.680185328,-0.985569295,-4.759775858,-0.107213279,-0.442638892,-0.388620951,0.34221639,0.14946451,0.10388675,0.02896771,0.18022265,0.18690591,0.15368716,0.02787555,0.09777826,0.0266281,0.1227306,0.27993947,0.0922029,0.03265603,0.08675457,0.12842101,0.04665048,0.41633023,0.07346849,0.1659879,0.06771465,0.19963738,0.16234386,0.03097677,0.13631182,0.20053113,0.10958682,0.07364248,0.1627533,0.02,0.12090303,0.2627742,0.06318774,0.08414549,0.04061477,0.20438954,0.08201454
0.83,0.119305066,-0.333827341,0,0,0,0,0.204177647,-1.195890216,-0.370787087,0.532904274,0.063842976,1.434274873,-0.103549663,3.672383929,-0.988982939,-4.713678911,-0.107559017,-0.516553745,-0.388374747,0.341024913,0.14861162,0.1038701,0.02888034,0.18023396,0.1864914,0.15364161,0.02779905,0.09781582,0.02656394,0.12275473,0.27907286,0.09219218,0.03253149,0.08678892,0.12707838,0.04668277,0.41781588,0.07345208,0.16403494,0.06776077,0.19707464,0.16225723,0.03099342,0.13646627,0.19795138,0.10950387,0.07305614,0.16281015,0.02,0.12104356,0.25890698,0.06312607,0.08342646,0.04059956,0.20268633,0.0820389
0.83002568,0.119296495,-0.333770426,0,0,0,0,0.204146939,-1.196072531,-0.370773406,0.532802969,0.063879892,1.441325236,-0.103455377,3.672101793,-0.989103943,-4.712033736,-0.107572313,-0.519140968,-0.388365992,0.340980248,0.14858584,0.10386949,0.02887725,0.18023436,0.18646035,0.15363998,0.02779634,0.09781717,0.02656166,0.12275559,0.27904231,0.0921918,0.03252707,0.08679022,0.12729844,0.04668399,0.41758475,0.07345147,0.16396599,0.06776243,0.19698424,0.16225415,0.03099867,0.13647177,0.19786038,0.10950091,0.07303538,0.16281215,0.02001259,0.12104853,0.25877081,0.0631239,0.08340101,0.04059902,0.20317998,0.08203978
0.83005135,0.119287926,-0.333713134,0,0,0,0,0.204116228,-1.196255467,-0.370759728,0.532703688,0.063916989,1.448349116,-0.103361098,3.671818998,-0.989224905,-4.710388332,-0.107585675,-0.521722766,-0.388357238,0.340935124,0.14856094,0.10386889,0.02887415,0.18023476,0.18642604,0.15363835,0.02779363,0.09781851,0.02655939,0.12275645,0.27901179,0.09219141,0.03252266,0.08679152,0.12757091,0.04668519,0.41729745,0.07345087,0.16389707,0.0677641,0.1968939,0.16225109,0.03100484,0.13647726,0.19776945,0.10949795,0.07301463,0.16281414,0.02002763,0.1210535,0.25863474,0.06312173,0.08337558,0.04059849,0.20378195,0.08204064
0.83017973,0.119245104,-0.333420757,0,0,0,0,0.203962597,-1.197180098,-0.370691371,0.532240718,0.064105157,1.483029875,-0.102889813,3.670394306,-0.989829081,-4.702158361,-0.107653476,-0.534524094,-0.388313484,0.340702275,0.14843665,0.10386588,0.02885869,0.18023677,0.18625476,0.15363022,0.02778009,0.09782522,0.02654803,0.12276076,0.27885946,0.09218949,0.03250063,0.08679814,0.12891583,0.04669091,0.41586572,0.07344784,0.16355316,0.06777244,0.19644313,0.16223575,0.03103525,0.13650469,0.1973157,0.10948315,0.07291104,0.16282407,0.02010174,0.12107824,0.25795603,0.06311089,0.08324859,0.04059583,0.20675333,0.08204451
0.83082161,0.119031594,-0.331790425,0,0,0,0,0.203192596,-1.202104155,-0.370350229,0.531054703,0.065109453,1.641466906,-0.10053621,3.662934959,-0.992834103,-4.660982203,-0.108016051,-0.593481591,-0.388095214,0.339328846,0.14781999,0.10385056,0.0287818,0.18024676,0.18540562,0.1535897,0.02771276,0.09785883,0.02649156,0.12278231,0.27810507,0.09217979,0.03239105,0.08683344,0.13522818,0.04671393,0.40882389,0.07343328,0.16184935,0.06781469,0.1942121,0.16215951,0.03117701,0.13664131,0.19506999,0.10940903,0.07239649,0.16287295,0.02044634,0.12119982,0.25460276,0.06305723,0.08261802,0.04058266,0.2207093,0.08205686
0.83146349,0.118819229,-0.329850483,0,0,0,0,0.202419247,-1.207627593,-0.370009068,0.532438243,0.066204987,1.765376423,-0.098187608,3.654788652,-0.995812714,-4.619894492,-0.108412386,-0.638621119,-0.38787795,0.337560696,0.1472112,0.10383483,0.0287056,0.1802567,0.18456837,0.15354932,0.02764603,0.09789255,0.02643558,0.12280392,0.27736261,0.09216999,0.03228246,0.08687266,0.14091614,0.04673094,0.40197119,0.07341945,0.16017147,0.0678578,0.19201843,0.16208395,0.03130302,0.13677746,0.19286198,0.10933474,0.07188759,0.16292053,0.0207514,0.1213189,0.25131523,0.06300437,0.08199467,0.04056966,0.23332125,0.08206141
0.83249931,0.118479458,-0.32606496,0,0,0,0,0.201163179,-1.217944391,-0.369453587,0.541649922,0.068098684,1.869898284,-0.094409412,3.639992315,-1.000563956,-4.554211539,-0.109094727,-0.669185771,-0.387530136,0.333839464,0.14624511,0.1038086,0.02858405,0.18027275,0.18324189,0.15348425,0.02753959,0.09794723,0.02634629,0.12283893,0.27618911,0.09215395,0.0321093,0.08694449,0.14896295,0.046752,0.39129341,0.07339829,0.1575172,0.0679291,0.18855514,0.16196349,0.03147754,0.13699662,0.18937623,0.10921454,0.07107808,0.1629946,0.02117174,0.1215078,0.24614421,0.06292048,0.08100373,0.04054885,0.25128418,0.08205789
0.83353512,0.118143997,-0.321547737,0,0,0,0,0.199895522,-1.229990849,-0.368883639,0.560450232,0.070032603,1.841885997,-0.090647629,3.623104502,-1.005247783,-4.4898058,-0.109776687,-0.636456129,-0.387186707,0.329114165,0.14529874,0.10378132,0.02846424,0.18028897,0.18194505,0.15341904,0.02743465,0.09800228,0.02625825,0.12287406,0.27504525,0.09213759,0.03193867,0.0870261,0.15582885,0.04676919,0.3810607,0.07337816,0.15492694,0.06800249,0.18518351,0.16184486,0.03162189,0.1372151,0.18598295,0.109094,0.07028276,0.16306538,0.02151731,0.12169391,0.2411325,0.06283818,0.08003093,0.04052815,0.2667935,0.08204484
0.83504274,0.117664838,-0.313920031,0,0,0,0,0.198026228,-1.250301417,-0.368007968,0.604188597,0.072639932,1.576354496,-0.085206024,3.595050982,-1.011947787,-4.398947571,-0.110628002,-0.47040693,-0.386696632,0.320762021,0.14395557,0.10373982,0.02829291,0.18031341,0.18010887,0.1533234,0.02728458,0.09808315,0.02613233,0.12292514,0.27343158,0.092113,0.03169473,0.08715738,0.16411256,0.04679106,0.36690858,0.07335054,0.15126698,0.06811279,0.18043316,0.16167541,0.03178866,0.13753159,0.18120246,0.10891809,0.06914995,0.16316274,0.02191368,0.1219607,0.23410878,0.06272132,0.07864659,0.04049847,0.28585647,0.08201421
0.83632287,0.117267521,-0.306744758,0,0,0,0,0.196413522,-1.269550419,-0.367204017,0.653315229,0.07442221,1.188743529,-0.08062063,3.568591485,-1.017531011,-4.324319524,-0.111087232,-0.23506672,-0.386291104,0.312702648,0.14284605,0.103703,0.02815022,0.18033543,0.17859601,0.15324116,0.02715958,0.09815266,0.02602743,0.12296809,0.27210742,0.09209111,0.03149165,0.08727315,0.16986189,0.04680782,0.35553346,0.07332935,0.14825786,0.06820944,0.17653947,0.16153448,0.0318983,0.13779862,0.17728438,0.10876845,0.06821052,0.16324039,0.02217229,0.1221836,0.22838401,0.06262551,0.07749972,0.04047454,0.29941548,0.08198053
0.83760299,0.116879649,-0.299207874,0,0,0,0,0.1947754,-1.289881337,-0.366332617,0.708750314,0.075647615,0.717546335,-0.076070223,3.540536932,-1.023019761,-4.251170452,-0.111206464,0.054656838,-0.385896233,0.304181262,0.14176409,0.10366486,0.02801003,0.18035905,0.17712418,0.15315768,0.02703677,0.09822305,0.02592436,0.12301022,0.27082396,0.09206794,0.03129219,0.08738492,0.17466345,0.04682277,0.34470429,0.07331153,0.14533556,0.06830857,0.17276837,0.16139619,0.03198508,0.13806383,0.17348994,0.10861871,0.06729116,0.16331368,0.02237557,0.12240311,0.22286703,0.06253394,0.07637835,0.04045301,0.31102931,0.08194148
0.83888312,0.116501518,-0.291567488,0,0,0,0,0.193110978,-1.310511129,-0.365388913,0.765421143,0.076253794,0.233591402,-0.07155626,3.511808325,-1.028415187,-4.178299973,-0.110941128,0.358792218,-0.38551235,0.295599949,0.14070891,0.1036255,0.02787231,0.1803845,0.17569206,0.15307279,0.0269161,0.09829441,0.02582308,0.12305113,0.26957979,0.09204316,0.03109631,0.08748612,0.17868719,0.04683537,0.33438413,0.07329865,0.14249678,0.06840995,0.1691147,0.16126049,0.03205376,0.13832709,0.1698139,0.10846902,0.06639136,0.16338285,0.02253541,0.12261915,0.21754749,0.06244783,0.07528179,0.0404352,0.32103256,0.08189779
0.84,0.116179552,-0.285006463,0,0,0,0,0.19163737,-1.328180512,-0.364507627,0.811972141,0.076298537,-0.142309292,-0.067647921,3.486920396,-1.033046035,-4.113944196,-0.110400568,0.603664212,-0.385186275,0.288359938,0.13980956,0.10359025,0.02775413,0.18040828,0.174474,0.15299747,0.02681255,0.0983575,0.02573615,0.1230856,0.26852532,0.09202,0.03092827,0.0875622,0.18166906,0.04684397,0.32576937,0.07329269,0.14008577,0.06850009,0.16601901,0.16114418,0.03210188,0.13855511,0.16669946,0.10833855,0.06562189,0.16343997,0.02264672,0.12280472,0.21305996,0.06237804,0.07434481,0.04042371,0.32865147,0.0818561
0.84002917,0.116171239,-0.2848376,0,0,0,0,0.191598614,-1.328633924,-0.364483921,0.813123671,0.076294256,-0.151139766,-0.0675462,3.486277836,-1.033166033,-4.112245705,-0.110382871,0.609560595,-0.385177865,0.288175819,0.13978946,0.10358932,0.02775107,0.18040892,0.17444172,0.15299548,0.02680987,0.09835916,0.02573389,0.12308649,0.26846929,0.09201937,0.03092391,0.08756402,0.18160519,0.04684417,0.32620586,0.07329261,0.14002359,0.06850246,0.16593926,0.16114117,0.03209804,0.13856104,0.16665696,0.10833514,0.06560199,0.16344142,0.02265812,0.12280953,0.2129446,0.06237629,0.07432057,0.04042346,0.32852086,0.08185497
0.84005835,0.116162932,-0.284668528,0,0,0,0,0.191559845,-1.329087284,-0.364460181,0.814271415,0.076289719,-0.159911111,-0.067444498,3.485635335,-1.033285982,-4.110546019,-0.110365001,0.615425988,-0.38516946,0.287991586,0.13977,0.10358839,0.02774801,0.18040956,0.17440929,0.1529935,0.02680718,0.09836082,0.02573164,0.12308737,0.26840753,0.09201874,0.03091956,0.08756583,0.18151418,0.04684436,0.3267717,0.07329251,0.13996145,0.06850484,0.16585957,0.16113816,0.0320932,0.13856698,0.16662204,0.10833173,0.06558209,0.16344287,0.02267121,0.12281433,0.21282933,0.06237454,0.07429635,0.04042322,0.32832694,0.08185384
0.84020422,0.116121468,-0.28382047,0,0,0,0,0.191365801,-1.331352474,-0.364340985,0.819950535,0.076263241,-0.20284588,-0.066936268,3.482424426,-1.033884983,-4.102028954,-0.110273113,0.644269788,-0.385127517,0.287069251,0.13967286,0.10358372,0.02773272,0.18041279,0.17424744,0.15298356,0.02679379,0.09836912,0.0257204,0.12309177,0.26809943,0.09201561,0.03089783,0.08757474,0.18106014,0.04684535,0.32956895,0.07329192,0.13965137,0.06851673,0.16546197,0.16112312,0.03206905,0.13859669,0.16644774,0.10831467,0.06548274,0.16345009,0.02273559,0.12283825,0.21225439,0.06236586,0.07417543,0.04042207,0.32736028,0.08184826
0.84093359,0.115916014,-0.279549008,0,0,0,0,0.190390649,-1.342561769,-0.363733035,0.846570004,0.076043818,-0.390938507,-0.064402123,3.466479301,-1.036861211,-4.058905895,-0.109754184,0.774526254,-0.384919817,0.282474148,0.1391912,0.10356013,0.02765674,0.18042925,0.17344566,0.1529336,0.0267272,0.09841084,0.0256645,0.12311345,0.26657636,0.0919998,0.03078981,0.08761603,0.17881489,0.0468506,0.3427987,0.07328617,0.13811592,0.06857658,0.16349482,0.16104845,0.03194905,0.13874531,0.16558424,0.10822875,0.06498961,0.16348547,0.02303223,0.12295612,0.20941414,0.06232394,0.07357539,0.0404175,0.32259966,0.08182167
0.84223639,0.115556742,-0.27205068,0,0,0,0,0.188629033,-1.361508285,-0.362603948,0.884446815,0.075384348,-0.589234594,-0.059904102,3.438996807,-1.042097574,-3.979134543,-0.108629988,0.934036032,-0.384556979,0.274663921,0.1383474,0.103517,0.02752291,0.18045999,0.17204393,0.1528431,0.02660992,0.0984862,0.02556603,0.12315079,0.26392648,0.09197082,0.03059962,0.08767676,0.17490537,0.04686087,0.36366453,0.07326698,0.1354341,0.06868499,0.16006558,0.16091716,0.03173776,0.13900961,0.16407447,0.10807323,0.06412351,0.16354559,0.02347068,0.12316178,0.20448004,0.06225526,0.07252222,0.04041457,0.31438735,0.08177885
0.84353918,0.115206931,-0.265082268,0,0,0,0,0.186844084,-1.378262591,-0.361435191,0.907112806,0.074598981,-0.580677527,-0.055440629,3.413557958,-1.047227454,-3.895414004,-0.1073693,0.982078181,-0.384203742,0.26779968,0.13752427,0.10347267,0.02739147,0.18049211,0.17068013,0.152751,0.02649472,0.09856259,0.0254693,0.12318647,0.26136401,0.09194067,0.03041287,0.08772346,0.1711205,0.04687168,0.38157808,0.07324011,0.13282775,0.06879536,0.15674085,0.16078862,0.03153033,0.13927193,0.16260536,0.10791572,0.0632759,0.16360181,0.02381402,0.1233632,0.19971704,0.06219447,0.07149237,0.04041862,0.30652895,0.08174096
0.84484197,0.114865702,-0.258899935,0,0,0,0,0.185039011,-1.392375747,-0.360247349,0.913880181,0.073963467,-0.361650907,-0.051008707,3.390576153,-1.052245798,-3.808015178,-0.106120087,0.918242848,-0.383858668,0.26215421,0.13672125,0.10342717,0.02726238,0.18052509,0.16935304,0.15265736,0.02638156,0.09863992,0.02537427,0.12322076,0.25888545,0.09190924,0.03022951,0.08776062,0.16745493,0.04688295,0.3970745,0.0732081,0.13029409,0.06890775,0.15351639,0.16066292,0.03132667,0.13953227,0.1611756,0.10775679,0.06244631,0.16365407,0.024083,0.12356088,0.19511705,0.06214102,0.07048522,0.04042976,0.29900341,0.08170729
0.84599608,0.114569723,-0.254114684,0,0,0,0,0.183425882,-1.402769399,-0.359194916,0.908366594,0.07373262,-0.018714718,-0.047106401,3.372128716,-1.056594817,-3.728263492,-0.105131531,0.78489183,-0.383558503,0.258158248,0.13602622,0.10338588,0.02714994,0.18055459,0.16820715,0.15257323,0.026283,0.09870914,0.02529149,0.1232503,0.25675717,0.09188037,0.03006985,0.08778969,0.16430331,0.04689385,0.40911376,0.07317628,0.12810818,0.06900911,0.15074046,0.16055403,0.03114936,0.13976141,0.15994087,0.10761517,0.06172609,0.16369699,0.02427227,0.12373275,0.1911721,0.06209904,0.0696115,0.04044548,0.29259915,0.08168084
0.84710604,0.114289975,-0.250023225,0,0,0,0,0.181864024,-1.411300563,-0.358193064,0.895991923,0.073937784,0.398313975,-0.043372721,3.355625504,-1.060689887,-3.650403284,-0.10435296,0.613150692,-0.38327375,0.255021319,0.13537192,0.10334528,0.02704347,0.18058289,0.16713071,0.15249136,0.02618966,0.09877625,0.0252131,0.12327829,0.2547679,0.09185179,0.02991871,0.08781796,0.16135376,0.0469061,0.41941614,0.07314257,0.12605613,0.06910827,0.14813952,0.16045157,0.03098153,0.13998057,0.15878082,0.10747842,0.06104615,0.16373521,0.02441958,0.12389499,0.18748851,0.06206258,0.0687872,0.04046519,0.28666028,0.08165853
