#{"t_start": 1629141151.6712873, "env_id": 0}
r,l,t4.99687,120,70398.790258
7.868611,120,70423.684565
-1.420816,107,70446.147445
7.212361,120,70471.178152
-5.687896,88,70490.899678
7.821538,120,70516.582444
7.538782,120,70541.158717
-3.841611,102,70563.388314
0.872539,120,70584.06381
-2.372236,109,70606.824257
-3.999013,106,70629.818204
-5.665319,72,70646.504648
5.801415,120,70672.481887
-9.723139,89,70687.226545
7.881465,120,70712.296522
-4.763571,94,70733.596242
5.667028,120,70758.524804
5.103877,120,70784.419986
-4.601775,112,70807.694867
1.598179,120,70832.917976
7.010522,120,70859.080061
4.849321,120,70884.617406
5.239325,120,70907.644316
2.835369,120,70934.242246
5.163829,120,70960.809684
7.079769,120,70986.271369
-3.882209,97,71008.952596
2.416084,120,71034.204347
-3.994998,108,71057.962258
4.204138,120,71083.832788
2.128138,120,71111.140551
2.791319,120,71136.450148
4.54063,120,71163.93768
5.105401,120,71189.920586
-0.48771,120,71213.715561
-0.797758,120,71239.787341
3.281812,120,71267.176755
-6.193348,110,71292.354233
3.828881,120,71321.430226
-3.850995,109,71346.516553
2.946032,120,71371.915252
1.004535,120,71400.128636
-4.876971,113,71428.586738
1.894218,120,71455.902741
2.596476,120,71486.565014
-10.319495,120,71517.787505
4.836898,120,71543.207978
1.991235,120,71571.577287
-3.662586,92,71593.006383
2.888837,120,71623.379818
6.083588,120,71653.176572
2.062293,120,71681.015939
1.060939,120,71707.824376
1.975428,120,71734.839629
6.963817,120,71760.236869
-4.419137,90,71775.677613
4.190803,120,71805.194618
0.997672,120,71833.334423
-5.148176,89,71854.296631
4.123048,120,71881.20515
-4.832785,103,71905.640499
5.659363,120,71935.178818
5.214568,120,71963.822902
4.216624,120,71992.478393
-4.562438,108,72012.837586
5.770807,120,72040.134671
-3.701166,107,72066.963104
4.512223,120,72095.857219
1.863453,120,72123.516731
5.216234,120,72150.633631
5.768919,120,72177.919009
5.135677,120,72205.166314
4.944953,120,72231.213974
6.845224,120,72259.061297
5.187527,120,72285.234067
5.794989,120,72310.731812
6.259163,120,72336.71373
-0.849254,120,72363.954862
5.165944,120,72384.763635
-5.205107,112,72410.008641
5.486582,120,72435.696126
2.144719,120,72464.091765
4.138843,120,72490.792017
-4.162705,93,72512.576544
-7.545358,81,72531.227375
-8.833049,120,72550.952388
-6.548138,90,72571.567957
0.614726,120,72597.527982
-7.487097,71,72613.801299
7.395647,120,72639.029243
4.247564,120,72664.236687
-5.469651,85,72679.376817
-6.139558,102,72701.724669
6.49017,120,72727.612408
-3.876433,120,72751.922762
-6.698633,89,72771.698912
1.62593,120,72793.604249
4.004778,120,72820.148913
6.484859,120,72848.54485
3.170389,120,72876.447588
5.907156,120,72901.119579
-5.353296,87,72920.610195
4.535843,120,72948.275545
-0.643851,120,72974.211137
-8.593908,89,72989.952287
-3.129854,111,73013.505809
2.409892,120,73038.222535
6.282049,120,73063.883459
-3.626229,107,73087.700755
-5.647508,75,73106.127799
5.512082,120,73132.911127
-5.976728,91,73148.264718
6.499638,120,73173.983708
-10.96588,116,73199.354685
5.844603,120,73225.464815
-2.426203,119,73250.850732
2.229519,120,73277.696087
-9.275403,76,73297.131522
-9.085141,72,73310.680506
-6.698867,88,73332.139742
-4.043999,118,73362.113436
-4.415362,82,73377.166042
-5.417663,82,73395.953388
6.236368,120,73424.118755
-4.415736,90,73444.397754
