#{"t_start": 1628966496.4783525, "env_id": 0}
r,l,t
-21.531018,40,27.859347
-32.136885,40,33.579163
-29.041991,40,39.203169
-33.047809,40,48.90641
-36.368422,40,54.687903
-40.167197,40,60.888126
-25.845046,40,71.192186
-24.870126,40,76.657474
-26.963916,40,82.382673
-41.991752,40,92.106643
-46.518648,40,97.638084
-38.402961,40,103.092994
-24.402663,40,113.253242
-44.632829,40,118.610072
-37.453502,40,124.329156
-21.036873,40,129.68222
-40.795955,40,139.599098
-37.239946,40,144.746597
-37.144175,40,150.350833
-31.938892,40,159.910002
-18.83596,40,165.583819
-24.881274,40,171.051233
-39.169672,40,180.868976
-36.54577,40,186.289114
-35.589892,40,191.900335
-38.736309,40,202.0039
-33.112042,40,208.130998
-26.779779,40,213.648014
-18.009485,40,223.098051
-18.032318,40,228.896267
-36.806523,40,234.282756
-30.437711,40,240.126436
-38.562341,40,249.973811
-34.656054,40,255.561848
-25.800314,40,261.004889
-25.530648,40,270.770938
-38.959481,40,276.452793
-28.20998,40,282.011317
-35.808344,40,291.80762
-15.895266,40,297.530003
-37.244969,40,303.127993
-13.593597,40,313.908978
-22.181196,40,319.840383
-28.369629,40,325.695451
-15.790191,40,336.32693
-21.924827,40,342.468985
-28.825694,40,347.976247
-18.13825,40,354.527307
-15.250915,40,364.496089
-24.708064,40,369.751958
-16.903862,40,376.538306
-27.335657,40,386.024409
-18.30168,40,391.883917
-27.425616,40,397.883417
-28.363154,40,407.833411
-27.499004,40,413.559451
-13.954742,40,419.210401
-26.347357,40,428.909032
-18.058249,40,435.209177
-12.934577,40,440.862105
-23.886133,40,450.846884
-16.113466,40,456.469448
-13.103433,40,462.212226
-21.305003,40,467.768103
-13.933369,40,477.727342
-17.94271,40,483.45589
-23.310622,40,489.005189
-12.223051,40,499.228334
-27.631032,40,504.636752
-28.006118,40,510.112408
-20.112394,40,519.924901
-26.119385,40,526.22355
-22.874261,40,531.835665
-25.025123,40,541.897587
-13.340966,40,547.300934
-24.389085,40,552.815424
-20.598713,40,562.512073
-13.954655,40,567.981191
-17.26879,40,573.31207
-13.688411,40,579.215691
-16.600428,40,588.99088
-16.059374,40,594.756156
-21.743116,40,600.396758
-28.406656,40,610.779459
-18.74994,40,616.72598
-14.253985,40,622.672539
-9.106538,40,632.81141
-10.646521,40,638.163719
-14.632246,40,643.781876
-16.216332,40,653.506659
-18.384659,40,658.959848
-15.691562,40,664.615785
-11.419331,40,674.378141
-22.404668,40,680.054409
-17.840933,40,685.607449
-15.432365,40,691.012599
-18.291974,40,701.664447
-10.676516,40,707.220013
-8.535905,40,712.550716
-12.964401,40,722.328619
-12.88301,40,728.253305
-19.783557,40,734.043358
-17.504759,40,743.634892
-13.393749,40,749.301394
-9.005928,40,755.244623
-8.563081,40,765.066002
-15.287386,40,770.24748
-7.146197,40,775.914348
-9.701817,40,786.203529
-15.56287,40,792.577093
-10.266787,40,798.143385
-19.288507,40,803.825636
-10.363071,40,813.777685
-6.317389,40,819.313911
-9.975928,40,825.371093
-11.867453,40,835.09539
-11.065926,40,840.793142
-9.448729,40,846.713588
-8.150225,40,856.454678
-11.445914,40,862.12928
-9.162632,40,867.987652
-6.4552,40,878.136196
-8.340642,40,884.198033
-8.468256,40,889.895055
-10.466029,40,900.245007
-5.770912,40,905.854856
-11.50858,40,911.898109
-8.765756,40,917.698324
-6.632171,40,927.829611
-9.25091,40,933.628629
-8.75726,40,940.252166
-6.526453,40,950.186298
-9.606672,40,956.03417
-11.300533,40,961.602276
-8.390444,40,971.833762
-9.336832,40,977.886865
-9.609946,40,983.607072
-12.73967,40,993.858189
-19.563804,40,999.296798
-9.666619,40,1005.317881
-4.400252,40,1015.208829
-4.754693,40,1021.126724
-11.172433,40,1026.786786
-7.241651,40,1032.037598
-7.813783,40,1041.801815
-6.996065,40,1047.337988
-7.025028,40,1053.061124
-4.550465,40,1063.823675
-7.621868,40,1069.205844
-4.444762,40,1074.805568
-6.531771,40,1084.592089
-6.4571,40,1090.058978
-5.18585,40,1095.962571
-6.502914,40,1105.574253
-4.427849,40,1111.401989
-6.066296,40,1116.806744
-10.792309,40,1127.131036
-5.321061,40,1132.496825
-4.746311,40,1138.408805
-6.631519,40,1144.064819
-4.17686,40,1153.810788
-7.440789,40,1159.499969
-5.604525,40,1165.228744
-3.453638,40,1175.000089
-4.955526,40,1181.097199
-3.910062,40,1186.603966
-6.735885,40,1196.346599
-3.442053,40,1201.956295
-2.98211,40,1208.086823
-8.928404,40,1218.271883
-5.914056,40,1223.946556
-6.096136,40,1229.515539
-5.041899,40,1239.58503
-4.880742,40,1245.781234
-5.211067,40,1251.390827
-4.897092,40,1257.088938
-5.534039,40,1267.112368
-3.833906,40,1273.000802
-3.851778,40,1278.841212
-4.620067,40,1289.171741
-5.467606,40,1294.887512
-3.371078,40,1300.497104
-4.220361,40,1310.484461
-3.772129,40,1315.986145
-4.614437,40,1322.212723
-5.684568,40,1332.591211
-5.392801,40,1338.56608
-5.95106,40,1344.492457
-4.666702,40,1354.3493
-5.232697,40,1360.416525
-1.825237,40,1365.87807
-4.204679,40,1371.678133
-2.774903,40,1381.813162
-4.718513,40,1387.485843
-8.162744,40,1393.668676
-6.714453,40,1404.0633
-8.117729,40,1410.290913
-4.013431,40,1415.957496
-4.537931,40,1425.578511
-3.323184,40,1431.483124
-1.387573,40,1437.5787
-2.975264,40,1447.313449
-2.323079,40,1453.179094
-2.773434,40,1458.969111
-3.266989,40,1468.826123
-1.68649,40,1474.514269
-4.963804,40,1480.548002
-2.538255,40,1486.416234
-4.196461,40,1496.5461
-2.143929,40,1502.150872
-4.001112,40,1508.210286
-5.385921,40,1518.462823
-3.249836,40,1524.130288
-1.782517,40,1529.533463
-1.44462,40,1539.643646
-4.761376,40,1545.511285
-2.345985,40,1551.110415
-2.315462,40,1561.383923
-5.103975,40,1567.369411
-1.562931,40,1573.214234
-2.136972,40,1583.741762
-1.634615,40,1589.843464
-1.242822,40,1595.417597
-4.244007,40,1601.342828
-5.70029,40,1611.426521
-1.662385,40,1617.332364
-1.832183,40,1623.220331
-7.007173,40,1633.464489
-1.128834,40,1639.09044
-3.424256,40,1644.876695
-4.673727,40,1654.843303
-4.556528,40,1660.855223
-2.255551,40,1666.58286
-2.469489,40,1676.589323
-2.107142,40,1682.273935
-4.229768,40,1687.833366
-2.38298,40,1698.021954
-1.974718,40,1703.842821
-2.815692,40,1709.569946
-0.666454,40,1715.395765
-6.471521,40,1725.598683
-2.858227,40,1731.285828
-2.746347,40,1737.278162
-1.20053,40,1747.269161
-0.877567,40,1752.779448
-2.136844,40,1758.418031
-3.016799,40,1768.19877
-2.056383,40,1773.80266
-1.804519,40,1779.418311
-7.654043,40,1789.078696
0.019941,40,1794.923714
-2.681512,40,1800.843236
-2.351752,40,1810.730324
-1.231201,40,1816.474162
-2.465285,40,1822.312878
-3.887004,40,1828.165055
-3.127451,40,1838.196921
-1.692487,40,1843.847086
-3.715332,40,1849.621096
-0.388706,40,1859.424619
-1.258801,40,1865.31779
-3.081494,40,1871.019329
-1.590641,40,1881.152759
-1.690524,40,1886.952967
-1.151889,40,1892.449739
0.027454,40,1902.234665
-2.490185,40,1908.134793
-3.867813,40,1913.896845
-2.767847,40,1923.92902
-2.173199,40,1929.832445
-2.931782,40,1935.269389
-0.948746,40,1941.159699
-2.323175,40,1951.198562
-0.801972,40,1956.801182
-2.441772,40,1962.750344
-2.026784,40,1972.801362
-0.616248,40,1978.459706
-0.903839,40,1984.159117
0.347513,40,1994.121257
-1.786517,40,1999.861216
-4.962339,40,2005.462153
-0.442821,40,2015.312046
-1.14092,40,2021.050081
-0.801419,40,2026.812994
-2.715361,40,2036.722537
-0.696636,40,2042.376606
-2.198132,40,2047.86956
-0.404796,40,2053.775131
0.089385,40,2063.782786
0.031226,40,2069.328106
-2.417439,40,2075.15374
-1.095582,40,2085.295091
0.046484,40,2091.459799
-0.855663,40,2097.061085
-2.228089,40,2107.30385
-3.351996,40,2112.822608
-1.759149,40,2118.651321
-1.29963,40,2128.766617
-1.921846,40,2134.594263
-1.053844,40,2140.750723
-0.43015,40,2150.751232
-0.2288,40,2156.367744
-1.066484,40,2161.948252
-3.295827,40,2167.419523
-0.735696,40,2177.000006
-1.112493,40,2182.476364
-1.260286,40,2188.044427
-1.338998,40,2197.951043
-2.065912,40,2203.825726
-1.475396,40,2209.744421
-1.40237,40,2219.751567
0.514394,40,2225.291247
0.648973,40,2230.868239
-2.080951,40,2240.730808
-0.554318,40,2246.325678
-0.562773,40,2251.888077
-1.813192,40,2261.77639
-0.084897,40,2267.315233
-0.610751,40,2272.90201
-0.667747,40,2278.549619
-0.24786,40,2288.572086
-0.978464,40,2294.318497
-1.865569,40,2300.119973
-0.090742,40,2309.617641
-1.432,40,2315.354337
-0.535615,40,2321.101058
-0.521085,40,2331.046534
0.348274,40,2336.785943
-1.379815,40,2342.536468
-1.936014,40,2352.148129
-1.460183,40,2357.49806
-0.567231,40,2363.136155
-1.077009,40,2372.95226
-0.315381,40,2378.733133
-2.530017,40,2384.391726
-2.540339,40,2390.127877
-0.229012,40,2400.000889
-2.20783,40,2405.845942
-2.556823,40,2411.610538
-1.955159,40,2421.324944
0.181223,40,2426.746956
-2.343179,40,2432.436764
-1.537316,40,2442.421694
