time,/jointset/groundPelvis/pelvis_tilt/value,/jointset/groundPelvis/pelvis_tx/value,/jointset/groundPelvis/pelvis_ty/value,/jointset/hip_l/hip_flexion_l/value,/jointset/hip_r/hip_flexion_r/value,/jointset/lumbar/lumbar/value,/jointset/knee_l/knee_angle_l/value,/jointset/knee_r/knee_angle_r/value,/jointset/ankle_l/ankle_angle_l/value,/jointset/ankle_r/ankle_angle_r/value,/jointset/groundPelvis/pelvis_tilt/speed,/jointset/groundPelvis/pelvis_tx/speed,/jointset/groundPelvis/pelvis_ty/speed,/jointset/hip_l/hip_flexion_l/speed,/jointset/hip_r/hip_flexion_r/speed,/jointset/lumbar/lumbar/speed,/jointset/knee_l/knee_angle_l/speed,/jointset/knee_r/knee_angle_r/speed,/jointset/ankle_l/ankle_angle_l/speed,/jointset/ankle_r/ankle_angle_r/speed,/hamstrings_r/activation,/bifemsh_r/activation,/glut_max_r/activation,/iliopsoas_r/activation,/rect_fem_r/activation,/vasti_r/activation,/gastroc_r/activation,/soleus_r/activation,/tib_ant_r/activation,/hamstrings_l/activation,/bifemsh_l/activation,/glut_max_l/activation,/iliopsoas_l/activation,/rect_fem_l/activation,/vasti_l/activation,/gastroc_l/activation,/soleus_l/activation,/tib_ant_l/activation,/lumbarAct,/hamstrings_r,/bifemsh_r,/glut_max_r,/iliopsoas_r,/rect_fem_r,/vasti_r,/gastroc_r,/soleus_r,/tib_ant_r,/hamstrings_l,/bifemsh_l,/glut_max_l,/iliopsoas_l,/rect_fem_l,/vasti_l,/gastroc_l,/soleus_l,/tib_ant_l
0.084773247,0.058047687,0.352771373,0.882551969,-0.276151869,0.27236784,-0.13962634,-0.423851188,-0.335684519,0.106284626,0.128318638,0.160131989,1.208852193,0.081203534,0.897931112,-1.669136176,4.27E-06,-4.413386333,-0.036307277,-1.887475345,2.300216541,0.011374118,0.010046582,0.087806381,0.01023125,0.088243967,0.190721277,0.010006768,0.010005877,0.114388401,0.013853734,0.072349175,0.010010306,0.13630023,0.015306142,0.010005081,0.183917617,0.235091927,0.010004009,-0.00275255,0.010015932,0.010035287,0.098528897,0.010007175,0.084139862,0.193152308,0.010006341,0.010005772,0.114518682,0.026994065,0.081564578,0.01000786,0.14125886,0.010020547,0.010003171,0.175824646,0.21712826,0.010003593
0.089234997,0.058720099,0.358141817,0.882939511,-0.271679437,0.264916498,-0.13962634,-0.444163903,-0.335681075,0.097429184,0.138280099,0.141270764,1.198466329,0.092236355,1.107149572,-1.670765964,-2.82E-06,-4.691472808,0.037512764,-2.084120301,2.165129822,0.011015834,0.010043649,0.090418731,0.010171769,0.087137704,0.191163382,0.010006679,0.010005893,0.11436723,0.019076152,0.074738856,0.010009626,0.137535886,0.013920632,0.010004552,0.18211514,0.231320098,0.010003881,-0.018673497,0.010018088,0.010035686,0.09997086,0.010005804,0.082715241,0.192813085,0.010006507,0.010006083,0.114084471,0.039910204,0.083475086,0.010007628,0.142983364,0.010018257,0.010003005,0.173886383,0.212755177,0.010003464
0.093696747,0.059308407,0.363465938,0.883372411,-0.266272197,0.257458277,-0.13962634,-0.465706683,-0.335349127,0.087663099,0.147646135,0.122473525,1.188112877,0.101523357,1.316262338,-1.672597225,-1.85E-06,-4.963249027,0.11148293,-2.296320332,2.033494278,0.010752097,0.010041607,0.093060376,0.010127848,0.08589935,0.191434564,0.010006677,0.010006017,0.114101763,0.024277819,0.076858827,0.010009057,0.138758116,0.012893221,0.010004126,0.180217052,0.227567305,0.010003744,-0.024992176,0.010021066,0.010036199,0.103998884,0.010006454,0.080802488,0.192295455,0.010006821,0.010006612,0.112286272,0.038454559,0.084155156,0.010007348,0.1436552,0.010017414,0.010002895,0.171319517,0.209903823,0.010003273
0.098158497,0.059813281,0.368744098,0.883842872,-0.25993741,0.24998946,-0.13962634,-0.488436243,-0.334684485,0.076913447,0.156428257,0.103871052,1.177863971,0.109073704,1.522927398,-1.675515394,1.01E-05,-5.223452106,0.186644,-2.525008861,1.90338737,0.010559283,0.010040248,0.096004205,0.010095813,0.084503302,0.191550438,0.010006759,0.010006249,0.11349958,0.027708855,0.078634714,0.010008566,0.139862418,0.012136013,0.010003785,0.178181122,0.223968891,0.010003592,-0.031310854,0.010024044,0.010036712,0.108026908,0.010007103,0.078889735,0.191777824,0.010007134,0.010007142,0.110488073,0.036998913,0.084835227,0.010007069,0.144327036,0.01001657,0.010002786,0.168752652,0.20705247,0.010003083
0.102620246,0.060235863,0.373976862,0.884343189,-0.25268945,0.242503966,-0.13962634,-0.512294019,-0.333680255,0.065104576,0.164635931,0.08560327,1.16777602,0.114917331,1.724982021,-1.680083196,-7.18E-06,-5.467719064,0.263596725,-2.771001051,1.776755223,0.010418674,0.010039345,0.099008199,0.01007235,0.08287033,0.191496238,0.010006895,0.010006562,0.112693228,0.029742871,0.080092778,0.010008152,0.140773672,0.011576201,0.01000352,0.176123509,0.220198138,0.010003436,-0.02490233,0.010032844,0.010036967,0.110619787,0.01000758,0.076011392,0.190802325,0.010007398,0.010007693,0.109191815,0.034468008,0.085015131,0.010006952,0.144074878,0.010017093,0.010002788,0.167038579,0.201140851,0.010002932
0.107081996,0.060577605,0.379165007,0.884865854,-0.244553654,0.234995533,-0.13962634,-0.537198992,-0.332331477,0.052162959,0.172292187,0.067634049,1.15786321,0.119091527,1.920904031,-1.68579738,1.77E-05,-5.692863101,0.341089148,-3.032767204,1.656211836,0.010317862,0.010038751,0.101904938,0.010055274,0.080943929,0.191260783,0.010007065,0.010006939,0.111777989,0.03060158,0.08125024,0.010007818,0.141438164,0.011164801,0.010003327,0.174130192,0.216003352,0.010003282,-0.018493805,0.010041644,0.010037222,0.113212666,0.010008057,0.073133048,0.189826825,0.010007662,0.010008243,0.107895557,0.031937104,0.085195035,0.010006835,0.14382272,0.010017616,0.01000279,0.165324506,0.195229232,0.010002781
0.111543746,0.060840043,0.384309331,0.88540351,-0.235559957,0.227459645,-0.13962634,-0.563060683,-0.330637555,0.038016598,0.179428656,0.050060467,1.148136872,0.121660129,2.109032011,-1.692130678,-8.12E-06,-5.895454704,0.417728233,-3.310967768,1.54471464,0.010250892,0.010038458,0.104549572,0.010042857,0.078791694,0.190773328,0.010007222,0.010007259,0.110950023,0.030480009,0.082098325,0.010007549,0.141901105,0.010861644,0.010003198,0.172008621,0.211533859,0.010003133,-0.006121451,0.010086772,0.010038035,0.114317458,0.010008827,0.070255822,0.187792086,0.010007648,0.010008059,0.108108798,0.028458598,0.084680616,0.010006772,0.143483916,0.010020977,0.010002891,0.161908153,0.190053364,0.010002665
0.116005496,0.061024817,0.389410703,0.885949212,-0.22574736,0.219896418,-0.13962634,-0.589768668,-0.328608262,0.022594665,0.186094038,0.032820763,1.138609975,0.122698375,2.287980037,-1.698052086,1.35E-05,-6.072218214,0.491420317,-3.604548067,1.445044698,0.01021382,0.01003846,0.106840363,0.010033958,0.07646185,0.189980758,0.010007333,0.010007445,0.110350739,0.029500107,0.082629991,0.010007334,0.142195026,0.010639951,0.010003131,0.169616487,0.206904506,0.010002993,0.006250903,0.0101319,0.010038848,0.11542225,0.010009598,0.067378597,0.185757348,0.010007634,0.010007874,0.108322038,0.024980093,0.084166197,0.010006708,0.143145111,0.010024339,0.010002993,0.1584918,0.184877496,0.01000255
0.120467246,0.061133596,0.394470032,0.886496278,-0.215159085,0.212308844,-0.13962634,-0.617203204,-0.326259333,0.00582914,0.192342092,0.016009945,1.129297179,0.122307291,2.456337818,-1.702850502,-3.27E-06,-6.22035829,0.560644256,-3.91276184,1.357294957,0.010235634,0.010038572,0.108744879,0.010027557,0.074074245,0.188984551,0.010007426,0.010007599,0.109904243,0.027636297,0.082806878,0.010007148,0.142449934,0.010482779,0.010003127,0.167046527,0.201996744,0.010002845,0.013619632,0.0104461,0.010038915,0.115496428,0.010010036,0.065152523,0.184120382,0.010007735,0.01000816,0.108319967,0.019627337,0.082688445,0.010006568,0.143664377,0.010067145,0.010003226,0.155406248,0.178222754,0.010002334
0.124928996,0.061168304,0.399488338,0.887038664,-0.203845408,0.204703377,-0.13962634,-0.64523069,-0.323612969,-0.012339479,0.19822032,-0.000382247,1.120221358,0.120600003,2.613145071,-1.706072206,-9.20E-07,-6.338010347,0.624747077,-4.233491223,1.27926854,0.010335425,0.010038673,0.110238934,0.01002298,0.071714474,0.187860554,0.010007522,0.010007787,0.109555684,0.0248654,0.082601225,0.010006975,0.142760389,0.010378871,0.010003186,0.164365054,0.196719402,0.01000268,0.020988361,0.010760299,0.010038982,0.115570605,0.010010474,0.06292645,0.182483417,0.010007836,0.010008446,0.108317895,0.014274582,0.081210693,0.010006429,0.144183642,0.010109951,0.010003458,0.152320696,0.171568011,0.010002119
0.129390746,0.061130906,0.404466725,0.887570681,-0.191859542,0.197087476,-0.13962634,-0.673711941,-0.320692893,-0.03196385,0.203768582,-0.016273218,1.111420688,0.117708189,2.757183278,-1.707510191,3.90E-06,-6.422939142,0.683236418,-4.564235589,1.208494441,0.011022741,0.010038837,0.111495609,0.01001974,0.069571451,0.186578325,0.010007639,0.010008024,0.109077728,0.021879125,0.081973284,0.010006818,0.143126074,0.012517257,0.010003292,0.161186057,0.190791755,0.010002516,0.020566851,0.014914213,0.010039576,0.116314301,0.010011031,0.062295356,0.180297615,0.010008075,0.010008889,0.106519628,0.012357057,0.078637147,0.010006338,0.144810363,0.026088365,0.010003705,0.145379766,0.161471551,0.010002013
0.133852495,0.061024058,0.409406611,0.888087507,-0.179263024,0.189468913,-0.13962634,-0.702493109,-0.317524624,-0.053077462,0.209010819,-0.031513303,1.102963288,0.113790415,2.88687281,-1.707265271,-1.39E-05,-6.472449705,0.736000859,-4.90104988,1.142090793,0.012629875,0.010039117,0.112636797,0.010017513,0.067778959,0.18511498,0.010007788,0.010008315,0.10830705,0.019152902,0.080893863,0.010006678,0.143546537,0.01829036,0.010003436,0.157220084,0.183995457,0.010002368,0.02014534,0.019068127,0.010040171,0.117057997,0.010011587,0.061664262,0.178111814,0.010008314,0.010009333,0.104721361,0.010439533,0.0760636,0.010006247,0.145437084,0.04206678,0.010003952,0.138438835,0.15137509,0.010001906
0.138314245,0.060850737,0.41430963,0.888584793,-0.166121759,0.181855168,-0.13962634,-0.731413143,-0.314133809,-0.075704568,0.213965728,-0.046036403,1.09491104,0.109001442,3.001179624,-1.705378022,7.64E-06,-6.485114474,0.782948321,-5.241895636,1.079919606,0.01481317,0.010039533,0.113530391,0.010016018,0.066234141,0.183517219,0.010007963,0.010008642,0.107337848,0.016871001,0.079340655,0.010006542,0.143951423,0.026369477,0.010003632,0.152498365,0.176648644,0.010002259,0.017964662,0.022622704,0.010041154,0.116399435,0.010012143,0.06087052,0.176030831,0.010008569,0.010009741,0.103169361,0.010355436,0.072428103,0.01000609,0.14552629,0.056334653,0.010004379,0.130337304,0.142874874,0.010002006
0.142775995,0.060614522,0.419177702,0.889059118,-0.152505027,0.174253232,-0.13962634,-0.760309707,-0.310546899,-0.099855667,0.218655953,-0.059705839,1.087297472,0.103497358,3.100003069,-1.701971795,-1.54E-05,-6.461929268,0.823901797,-5.584187185,1.023444682,0.017347037,0.0100401,0.114083294,0.01001507,0.064863839,0.18182007,0.010008159,0.01000899,0.106237687,0.015157051,0.077296878,0.0100064,0.144290077,0.035889435,0.01000389,0.147042529,0.168997504,0.010002206,0.015783984,0.026177281,0.010042137,0.115740874,0.010012699,0.060076777,0.173949848,0.010008824,0.010010149,0.101617361,0.010271338,0.068792606,0.010005932,0.145615496,0.070602527,0.010004805,0.122235772,0.134374657,0.010002105
0.147237745,0.060319152,0.424012829,0.889507453,-0.138481913,0.166670024,-0.13962634,-0.789026131,-0.306791031,-0.12550738,0.223110344,-0.072541466,1.080150504,0.097363048,3.183136969,-1.696960418,5.50E-06,-6.405613676,0.858538252,-5.905618547,0.975200913,0.019876897,0.010041048,0.11434105,0.010014597,0.063466958,0.180085584,0.010008372,0.010009293,0.105264851,0.013867377,0.074803949,0.010006262,0.144498796,0.045258153,0.010004207,0.139040047,0.155880128,0.010002278,0.019671633,0.027862239,0.01004508,0.114811711,0.01001382,0.057990835,0.172280419,0.010009088,0.010010115,0.102056699,0.010222544,0.064556553,0.010005834,0.144982298,0.076083118,0.010005342,0.096079793,0.076203446,0.010002819
