#{"t_start": 1627925653.4398098, "env_id": 0}
r,l,t
-25.401036,50,5.158098
-1.444697,50,10.330163
-4.604572,50,17.516053
-5.664788,50,22.672693
-25.215096,50,27.4732
-35.05172,50,35.105088
-4.921159,50,39.815614
-7.028796,50,47.917133
-5.616468,50,53.12766
-6.458557,50,57.784261
-5.162516,50,65.814597
-9.34548,50,70.775198
-2.009082,50,78.97674
-8.40802,50,83.609042
-4.889944,50,88.632051
-3.624362,50,96.091834
-7.433041,50,101.333637
-17.059088,50,109.013008
-24.014491,50,114.902469
-40.687215,50,120.121613
-35.39621,50,128.291464
-2.967529,50,133.017552
-14.26921,50,138.009215
-36.586006,50,146.43774
-28.413148,50,151.538846
-4.693338,50,158.959826
-2.635795,50,163.790187
-22.227308,50,169.40692
-23.528478,50,177.632353
-2.606208,50,182.827203
-38.920494,50,191.48252
-6.606395,50,196.536785
-39.481161,50,201.403545
-27.434407,50,209.770725
-1.929251,50,214.824946
-43.74678,50,222.640687
-3.388455,50,228.090058
-6.5589,50,233.722417
-38.923393,50,241.620788
-36.654037,50,246.956251
-0.988213,50,254.745087
-8.078768,50,259.470193
-1.079829,50,264.633795
-4.963282,50,272.183842
-21.412101,50,277.164388
-1.306649,50,282.631932
-38.063061,50,290.747919
-1.467561,50,296.277859
-37.988687,50,304.034553
-1.113357,50,308.693733
-37.057611,50,313.455425
-37.209201,50,321.634166
-29.781843,50,326.875944
-40.340563,50,334.879165
-6.493212,50,340.297235
-0.328638,50,345.904522
-29.826974,50,353.974661
-36.165733,50,358.919464
-19.617768,50,366.463473
-2.337267,50,371.767918
-17.275301,50,376.383669
-3.142778,50,384.78194
-26.970894,50,389.632955
-38.90397,50,394.410087
-4.015814,50,402.554131
-2.304139,50,407.967837
-3.67522,50,415.849476
-12.343522,50,420.488754
-2.474278,50,425.844137
-37.448387,50,433.581736
-6.72164,50,438.870336
-5.137131,50,447.306743
-1.816636,50,452.150861
-2.405261,50,457.28316
-2.329944,50,465.406194
-1.319914,50,470.652238
-2.419013,50,478.459657
-0.967235,50,483.716926
-2.71272,50,488.974303
-0.846291,50,496.926512
-1.201163,50,502.19955
-26.339824,50,510.191577
-4.047749,50,515.714534
-29.2028,50,520.628195
-17.445679,50,528.120269
-6.733536,50,532.877639
-5.39833,50,537.931817
-1.7889,50,545.366276
-4.651658,50,550.01427
-3.181099,50,557.725058
-39.924657,50,562.435577
-0.191862,50,567.208654
-2.140354,50,575.020105
-8.539761,50,579.980602
-2.677462,50,587.91012
-1.766888,50,592.603964
-2.952052,50,597.421781
-2.522177,50,604.725285
-40.216978,50,609.373194
0.477506,50,616.896373
-18.61606,50,621.684934
-8.350056,50,626.848528
-37.129503,50,634.659969
-1.730684,50,639.588234
-4.699848,50,647.704324
-7.912594,50,652.774062
-38.625864,50,657.656478
-8.933032,50,665.756324
-30.165321,50,670.49575
-21.108185,50,675.159317
-2.49621,50,683.213666
-0.545223,50,688.064761
-3.97149,50,696.250671
-3.656794,50,701.22678
-1.296528,50,705.89901
-5.06284,50,713.882355
-2.051529,50,718.498959
-39.971864,50,726.444123
-1.021684,50,731.013908
-3.973384,50,736.380707
-18.026188,50,744.247675
-1.872472,50,749.536172
-9.655819,50,757.487223
-25.810846,50,762.619522
-36.280736,50,767.682404
-38.353056,50,775.743864
-21.549164,50,780.938644
-19.393166,50,786.086727
-6.551018,50,794.422453
-1.928201,50,799.398701
0.05764,50,807.216983
-27.573241,50,811.91085
-36.611302,50,816.816153
-27.377574,50,824.75174
-3.145691,50,829.475348
-6.802237,50,837.247758
-3.283038,50,842.192644
-2.429549,50,847.715722
-39.546562,50,855.129542
-2.695586,50,859.933774
-36.099495,50,867.604707
-2.601784,50,872.46268
-0.826511,50,877.682596
-1.459435,50,885.422883
-4.431197,50,890.45592
-1.254792,50,898.542116
-3.637317,50,903.033804
-6.112447,50,907.978605
-24.17276,50,916.047216
-11.722198,50,921.085768
-1.912756,50,926.06183
-5.59692,50,933.319453
-2.46831,50,938.294541
-34.52897,50,945.61462
-0.283165,50,950.731412
-2.600904,50,955.457546
-3.735371,50,963.74642
-3.009998,50,968.316219
-2.632988,50,976.042538
-40.948597,50,981.221777
-55.708194,50,986.088462
-18.948934,50,993.252305
