#{"t_start": 1627925653.4908974, "env_id": 0}
r,l,t
-2.115711,50,4.997626
-1.963184,50,10.294702
-2.956292,50,17.449337
-3.968559,50,22.605978
-2.524431,50,27.391386
-18.323041,50,35.085254
-2.445605,50,39.733274
-3.859825,50,47.83479
-38.360108,50,52.982813
-1.469217,50,57.733174
-5.356955,50,65.669749
-30.029265,50,70.708482
-5.151989,50,78.894398
-3.331257,50,83.542325
-37.672354,50,88.596589
0.136467,50,96.040747
-3.92815,50,101.282549
-23.234787,50,108.96192
-2.72177,50,114.835755
-1.117315,50,120.0549
-12.890496,50,128.240376
-25.88312,50,133.02897
-4.403937,50,137.958127
-6.10292,50,146.386652
-24.945573,50,151.456506
-15.071985,50,158.89311
-1.881175,50,163.723473
-3.402586,50,169.293326
-0.457663,50,177.487506
-4.384318,50,182.854249
-1.734793,50,191.431432
-25.783415,50,196.51695
-6.858016,50,201.352457
-42.066261,50,209.719638
-2.31608,50,214.758235
-1.657748,50,222.605224
-3.165501,50,228.03897
-11.052247,50,233.546321
-3.134701,50,241.52282
-14.419787,50,246.889536
-35.454691,50,254.662745
-1.502189,50,259.419106
-38.189611,50,264.551454
-5.346343,50,272.195261
-1.952429,50,277.097672
-1.558299,50,282.580844
-22.753118,50,290.759338
-4.374682,50,296.195518
0.77637,50,303.983466
-38.103067,50,308.642645
-1.097236,50,313.388711
-1.035,50,321.567451
-2.419316,50,326.824856
-3.047854,50,334.812448
-3.092243,50,340.261775
-0.914321,50,345.869061
-3.019501,50,353.923573
-34.857659,50,358.821498
-9.16716,50,366.396758
0.713659,50,371.763711
-34.750207,50,376.332581
-7.175652,50,384.715225
-3.255148,50,389.550614
-4.592714,50,394.390254
-4.406627,50,402.503044
-3.606414,50,407.948
-1.139189,50,415.814016
-17.445205,50,420.437666
-18.78326,50,425.808677
-17.352678,50,433.546278
-4.017197,50,438.772366
-7.348092,50,447.224401
-39.733006,50,452.052893
-5.420027,50,457.200819
-32.462873,50,465.355107
-19.242084,50,470.616778
-6.524268,50,478.439824
-3.594348,50,483.634584
-40.558431,50,488.907588
-3.003411,50,496.859797
-6.93888,50,502.132837
-1.676158,50,510.109239
-3.04215,50,515.632193
-36.578853,50,520.561479
-6.262008,50,528.069181
-23.025208,50,532.826551
-0.58214,50,537.880729
-4.851601,50,545.330817
-4.332407,50,549.963182
-17.724802,50,557.689598
-2.219698,50,562.368859
-8.837376,50,567.173194
-8.892178,50,574.95339
-4.400984,50,579.945143
-1.047561,50,587.843404
-4.721268,50,592.568503
-0.966954,50,597.355066
-3.018391,50,604.689825
-11.452185,50,609.337733
-38.524442,50,616.81403
-3.618689,50,621.602593
-6.991882,50,626.813067
-0.737539,50,634.593254
